transaction_id,user_id,transaction_date,transaction_amount,payment_method,transaction_type
Q2-TX-001121,819,"Apr 12, 2025",USD 217.48,PayPal,UPGRADE
Q2-TX-001122,1017,27-06-2025,334.34 USD,Bank Transfer ,Upgrade
Q2-TX-001123,506,04/01/2025,228.05 USD,credit card,add-on
Q2-TX-001124,273,13-06-2025,USD -213.72,Debit Card ,refund
Q2-TX-001125,1126,2025-05-07,-91.93,Bank Transfer ,refund
Q2-TX-001126,44,14/04/2025,49.12 USD, PayPal ,Subscription 
Q2-TX-001127,810,05/22/2025,USD 116.58,Credit Card ,Subscription
Q2-TX-001128,1057,02/05/2025,USD 37.36, PayPal ,UPGRADE
Q2-TX-001129,1465,05/06/2025,121.11,PAYPAL, Upgrade 
Q2-TX-001130,1159,"Jun 15, 2025",215.97,debit card, Subscription
Q2-TX-001131,1306,05/02/2025,-142.30, PayPal, Refund 
Q2-TX-001132,227,10/04/2025,43.62, PayPal ,Upgrade
Q2-TX-001133,1106,11-04-2025,-1001.25,PAYPAL,REFUND
Q2-TX-001134,310,"May 31, 2025",USD -193.99, Debit Card , Refund 
Q2-TX-001135,1284,12/06/2025,USD 190.42,PayPal , Add-on
Q2-TX-001136,402,29 Apr 2025,-431.73, PayPal ,refund
Q2-TX-001137,447,02-04-2025,389.89,Bank Transfer ,subscription
Q2-TX-001138,731,20/04/2025,190.48,paypal, Upgrade
Q2-TX-001139,857,2025-05-10,USD 204.19,Credit Card,add-on
Q2-TX-001140,510,06/20/2025,$604.16,PayPal,upgrade
Q2-TX-001141,280,05/15/2025,$193,Bank Transfer ,Subscription 
Q2-TX-001142,936,07 Apr 2025,374.95 USD, Debit Card, Upgrade
Q2-TX-001143,1098,03 Jun 2025,133.55,bank transfer,Subscription
Q2-TX-001144,284,20 May 2025,$101,PayPal , Subscription
Q2-TX-001145,671,12/04/2025,$286.77, PayPal ,Subscription
Q2-TX-001146,509,"May 20, 2025",371.34 USD,PayPal,add-on
Q2-TX-001147,1406,"Apr 12, 2025",$-76.73, PayPal ,Refund 
Q2-TX-001148,404,07/06/2025,$278.48,BANK TRANSFER, Add-on
Q2-TX-001149,1011,2025-06-19,137.54,Debit Card,ADD-ON
Q2-TX-001150,786,"Apr 01, 2025",24.14, PayPal,subscription
Q2-TX-001151,1382,03 Jun 2025,81.28 USD, Credit Card ,Add-on 
Q2-TX-001152,529,2025-04-07,-153.97 USD, Debit Card, Refund 
Q2-TX-001153,677,06/12/2025,$-369.50,bank transfer,Refund
Q2-TX-001154,77,"Jun 18, 2025",310.03,Debit Card ,ADD-ON
Q2-TX-001155,1210,17/06/2025,73.15,PAYPAL, Add-on 
Q2-TX-001156,392,2025-05-01,$290,credit card,Add-on
Q2-TX-001157,47,30 Jun 2025,$108,PAYPAL, Upgrade
Q2-TX-001158,1449,26/05/2025,$-271.61, Debit Card ,REFUND
Q2-TX-001159,1139,03 May 2025,115.11, Credit Card,upgrade
Q2-TX-001160,236,06-04-2025,575.74 USD,Bank Transfer ,Upgrade
Q2-TX-001161,178,"Apr 14, 2025",-123.79,paypal,refund
Q2-TX-001162,93,03-06-2025,$162,PayPal,Upgrade
Q2-TX-001163,729,26/05/2025,-107.68 USD, Bank Transfer, Refund 
Q2-TX-001164,324,05/31/2025,292.05 USD,PayPal ,Upgrade 
Q2-TX-001165,529,2025-06-11,$104,Credit Card,Upgrade
Q2-TX-001166,1266,2025-05-22,43.67,bank transfer,Subscription
Q2-TX-001167,717,06/19/2025,-259.12 USD, Credit Card , Refund
Q2-TX-001168,1439,2025-05-11,251.91, Debit Card, Upgrade
Q2-TX-001169,68,17 Jun 2025,USD 89.04, Credit Card ,Add-on
Q2-TX-001170,731,29 May 2025,,Credit Card, Upgrade
Q2-TX-001171,237,09 May 2025,173.35 USD, PayPal, Subscription
Q2-TX-001172,1191,19/05/2025,302.02,Bank Transfer ,add-on
Q2-TX-001173,498,06-04-2025,-669.15, Credit Card,Refund
Q2-TX-001174,1051,"Jun 04, 2025",-300.70,DEBIT CARD,refund
Q2-TX-001175,609,13/06/2025,324.41,Debit Card , Subscription 
Q2-TX-001176,812,2025-04-18,515.63, Bank Transfer, Subscription 
Q2-TX-001177,1073,13-06-2025,USD -336.04, PayPal, Refund
Q2-TX-001178,307,04/06/2025,$-561.21, PayPal ,refund
Q2-TX-001179,1329,05/09/2025,220.89 USD, Debit Card,Add-on
Q2-TX-001180,675,05/31/2025,-253.58,paypal,Refund 
Q2-TX-001181,975,04/23/2025,USD 108.91, PayPal, Upgrade
Q2-TX-001182,646,"Jun 18, 2025",$-92,Debit Card, Refund
Q2-TX-001183,1236,2025-05-07,USD 141.12,paypal,Add-on
Q2-TX-001184,1490,24/06/2025,343.84, Bank Transfer ,UPGRADE
Q2-TX-001185,804,07 Jun 2025,-355.82,Debit Card,Refund
Q2-TX-001186,1284,28 May 2025,USD 206.63,Credit Card ,Upgrade 
Q2-TX-001187,1166,"Apr 20, 2025",411.13 USD,debit card,Subscription
Q2-TX-001188,1460,26-05-2025,152.64, PayPal , Add-on 
Q2-TX-001189,735,29-04-2025,USD -83.89, Debit Card ,Refund
Q2-TX-001190,1284,2025-04-14,USD 302.43, Credit Card ,UPGRADE
Q2-TX-001191,1039,2025-06-18,-245.38,PayPal , Refund 
Q2-TX-001192,647,22/04/2025,250.37,Debit Card, Add-on 
Q2-TX-001193,68,2025-05-26,575.10,Bank Transfer,add-on
Q2-TX-001194,36,05/14/2025,249.32,Debit Card ,UPGRADE
Q2-TX-001195,1296,"May 29, 2025",$380.80,debit card, Add-on
Q2-TX-001196,310,"Apr 13, 2025",-10.23,Debit Card, Refund
Q2-TX-001197,717,09 Jun 2025,244.54,PayPal , Add-on 
Q2-TX-001198,588,06/28/2025,67.18,debit card,ADD-ON
Q2-TX-001199,699,05/01/2025,180.27,BANK TRANSFER,upgrade
Q2-TX-001200,1410,30/04/2025,$146,Debit Card ,Subscription 
Q2-TX-001201,849,16 May 2025,503.25, PayPal,Upgrade 
Q2-TX-001202,1250,06/10/2025,522.15 USD,Debit Card,upgrade
Q2-TX-001203,450,08/05/2025,552.47, Debit Card , Subscription 
Q2-TX-001204,1345,"Jun 09, 2025",$235,bank transfer, Upgrade
Q2-TX-001205,951,2025-05-17,$30,Bank Transfer , Add-on
Q2-TX-001206,326,"Apr 20, 2025",$279,PAYPAL,Subscription 
Q2-TX-001207,525,09-06-2025,$158,DEBIT CARD,Upgrade 
Q2-TX-001208,180,09 Jun 2025,227.16 USD,PayPal, Add-on 
Q2-TX-001209,944,20 Jun 2025,98.62 USD,Debit Card,upgrade
Q2-TX-001210,385,2025-05-30,-496.94, Bank Transfer, Refund 
Q2-TX-001211,868,2025-04-25,$339,CREDIT CARD,Subscription 
Q2-TX-001212,393,16/04/2025,179.60,DEBIT CARD,subscription
Q2-TX-001213,94,04/03/2025,116.64 USD,Credit Card , Subscription 
Q2-TX-001214,295,2025-06-17,USD 366.54,Credit Card ,Subscription
Q2-TX-001215,972,08 Jun 2025,412.79,Debit Card,upgrade
Q2-TX-001216,709,22 May 2025,157.25 USD,Debit Card, Upgrade
Q2-TX-001217,105,2025-05-30,120.08 USD,debit card, Add-on 
Q2-TX-001218,262,06/03/2025,$-236,DEBIT CARD,Refund
Q2-TX-001219,454,25-06-2025,-270.94 USD,Debit Card, Refund 
Q2-TX-001220,941,03/05/2025,85.84,PAYPAL, Subscription 
Q2-TX-001221,532,2025-04-04,388.25,Bank Transfer,UPGRADE
Q2-TX-001222,470,30/04/2025,USD 184.40,BANK TRANSFER, Add-on
Q2-TX-001223,502,10 May 2025,$449,Bank Transfer, Subscription
Q2-TX-001224,546,2025-06-23,$-454.05,bank transfer, Refund 
Q2-TX-001225,965,06/06/2025,$-430,PAYPAL,Refund 
Q2-TX-001226,659,27/05/2025,-63.75 USD,Credit Card ,Refund
Q2-TX-001227,227,"Apr 02, 2025",-79.62, Credit Card ,REFUND
Q2-TX-001228,1364,"Jun 01, 2025",USD 354.17,Bank Transfer, Subscription
Q2-TX-001229,632,"May 27, 2025",$353.47, PayPal ,UPGRADE
Q2-TX-001230,325,07-04-2025,USD -91.35, PayPal,Refund
Q2-TX-001231,586,2025-05-20,201.77,BANK TRANSFER, Add-on 
Q2-TX-001232,740,04/05/2025,402.27,PayPal,add-on
Q2-TX-001233,288,"Apr 26, 2025",$34,Bank Transfer,upgrade
Q2-TX-001234,844,06/18/2025,USD -299.34,PAYPAL,REFUND
Q2-TX-001235,1042,"Jun 03, 2025",348.88, Debit Card ,Add-on
Q2-TX-001236,187,24 Jun 2025,USD 269.32, Debit Card, Upgrade
Q2-TX-001237,1353,17-04-2025,USD 307.99,CREDIT CARD,Upgrade 
Q2-TX-001238,1330,2025-04-09,209.16 USD, Debit Card,Subscription
Q2-TX-001239,121,"Apr 04, 2025",-181.86, Debit Card ,Refund
Q2-TX-001240,364,"May 07, 2025",$-230.69,Credit Card,Refund 
Q2-TX-001241,1472,2025-05-28,$-389,PayPal,Refund 
Q2-TX-001242,40,2025-06-27,$146.06, PayPal , Add-on 
Q2-TX-001243,422,"May 23, 2025",$167.02, Bank Transfer, Add-on 
Q2-TX-001244,1045,15-05-2025,USD 86.16, Credit Card,Subscription 
Q2-TX-001245,632,02 Jun 2025,$-183,BANK TRANSFER,REFUND
Q2-TX-001246,935,2025-04-02,87.53,Bank Transfer ,subscription
Q2-TX-001247,1342,08-05-2025,USD 427.03, PayPal, Add-on
Q2-TX-001248,536,05/22/2025,USD 197.28,Credit Card ,add-on
Q2-TX-001249,1226,05/04/2025,-100.73,Bank Transfer,refund
Q2-TX-001250,1392,"Jun 28, 2025",USD -391.65,Bank Transfer ,REFUND
Q2-TX-001251,884,10 May 2025,103.00 USD,BANK TRANSFER, Add-on
Q2-TX-001252,708,24-06-2025,76.01,Bank Transfer ,upgrade
Q2-TX-001253,44,05/07/2025,40.53 USD,Credit Card , Upgrade 
Q2-TX-001254,499,21/05/2025,-48.94,paypal,Refund 
Q2-TX-001255,293,2025-06-06,$-193.26,CREDIT CARD,REFUND
Q2-TX-001256,704,24/05/2025,208.48,BANK TRANSFER,SUBSCRIPTION
Q2-TX-001257,1419,29/05/2025,310.06 USD,debit card,Subscription
Q2-TX-001258,328,12/05/2025,233.68,paypal,UPGRADE
Q2-TX-001259,488,06/11/2025,$225.21, Bank Transfer, Subscription 
Q2-TX-001260,837,11 Jun 2025,96.24 USD,PayPal ,upgrade
Q2-TX-001261,25,07-04-2025,-402.93,PayPal, Refund 
Q2-TX-001262,939,"Apr 08, 2025",$260.99, Debit Card ,Subscription
Q2-TX-001263,1248,11 Apr 2025,185.18, PayPal,Subscription
Q2-TX-001264,326,2025-04-19,241.80 USD, PayPal ,Add-on
Q2-TX-001265,166,05/16/2025,330.87,BANK TRANSFER,Upgrade 
Q2-TX-001266,848,24/04/2025,$-88, Bank Transfer,Refund
Q2-TX-001267,478,29/04/2025,$125, PayPal ,subscription
Q2-TX-001268,558,2025-06-16,$32, Bank Transfer ,Upgrade
Q2-TX-001269,185,03-05-2025,203.44,credit card, Upgrade 
Q2-TX-001270,28,05/08/2025,$285,debit card,ADD-ON
Q2-TX-001271,1205,15 Apr 2025,$-265, Debit Card, Refund
Q2-TX-001272,598,05/26/2025,,PayPal ,Upgrade
Q2-TX-001273,906,06/26/2025,$316.13,PAYPAL, Add-on
Q2-TX-001274,140,22 May 2025,-212.03 USD,CREDIT CARD,Refund 
Q2-TX-001275,786,05 Apr 2025,-301.02 USD, Bank Transfer,refund
Q2-TX-001276,967,26/05/2025,,paypal,Refund 
Q2-TX-001277,1395,04/23/2025,$-383,Debit Card ,refund
Q2-TX-001278,1469,2025-04-01,364.84,debit card, Add-on 
Q2-TX-001279,146,2025-04-05,$158,credit card, Subscription 
Q2-TX-001280,599,26/04/2025,$-170, PayPal ,REFUND
Q2-TX-001281,3,05/06/2025,USD 411.33,Credit Card,Upgrade 
Q2-TX-001282,4,05/28/2025,-84.32,BANK TRANSFER,Refund 
Q2-TX-001283,1364,30-06-2025,-225.05 USD, PayPal ,refund
Q2-TX-001284,558,08-06-2025,$-381, Credit Card ,Refund 
Q2-TX-001285,439,2025-04-25,228.55,bank transfer,SUBSCRIPTION
Q2-TX-001286,534,23/05/2025,$195,PayPal ,subscription
Q2-TX-001287,645,"Apr 15, 2025",USD 331.74,PAYPAL, Subscription
Q2-TX-001288,665,"Apr 05, 2025",$284, Credit Card , Subscription 
Q2-TX-001289,1075,05/28/2025,USD 362.56, Bank Transfer,Upgrade 
Q2-TX-001290,147,2025-06-17,, Debit Card,add-on
Q2-TX-001291,169,16/06/2025,$-178.76, Debit Card , Refund
Q2-TX-001292,1421,"May 24, 2025",$-312,credit card, Refund
Q2-TX-001293,1241,"May 31, 2025",$181, PayPal ,add-on
Q2-TX-001294,1285,2025-06-19,-87.16,Credit Card , Refund
Q2-TX-001295,1104,28-05-2025,-197.38,Bank Transfer , Refund
Q2-TX-001296,1248,"May 23, 2025",$67,Credit Card ,Upgrade
Q2-TX-001297,784,"May 13, 2025",99.96 USD,bank transfer,Upgrade 
Q2-TX-001298,643,"Jun 28, 2025",304.72,Credit Card,Upgrade 
Q2-TX-001299,1374,05 Apr 2025,286.11, Debit Card,UPGRADE
Q2-TX-001300,1184,"May 12, 2025",USD -462.70, PayPal ,Refund 
Q2-TX-001301,1041,26/06/2025,-413.50 USD, Credit Card , Refund 
Q2-TX-001302,455,06/15/2025,124.02 USD,PayPal , Upgrade 
Q2-TX-001303,126,"May 20, 2025",$334.78, Debit Card ,SUBSCRIPTION
Q2-TX-001304,425,25-06-2025,284.32 USD,PayPal, Upgrade 
Q2-TX-001305,1010,06-06-2025,154.19,credit card, Upgrade
Q2-TX-001306,1421,05/31/2025,USD 245.00, Debit Card ,SUBSCRIPTION
Q2-TX-001307,128,"Jun 15, 2025",$117, Bank Transfer ,upgrade
Q2-TX-001308,1010,"Apr 08, 2025",$439.70,paypal,upgrade
Q2-TX-001309,224,13/06/2025,-294.95,Credit Card,refund
Q2-TX-001310,938,2025-04-10,$-469,Debit Card, Refund 
Q2-TX-001311,976,06 Jun 2025,$72, Debit Card,Subscription
Q2-TX-001312,1107,"Jun 14, 2025",218.15,Debit Card,ADD-ON
Q2-TX-001313,726,2025-05-03,117.69,BANK TRANSFER,Add-on
Q2-TX-001314,885,04/12/2025,-46.88, Bank Transfer ,Refund 
Q2-TX-001315,1200,20 May 2025,-133.91 USD,Debit Card , Refund
Q2-TX-001316,1088,22 Apr 2025,$-132,DEBIT CARD, Refund
Q2-TX-001317,1362,2025-05-08,334.40, Credit Card ,Upgrade 
Q2-TX-001318,14,06/12/2025,252.46, Debit Card,ADD-ON
Q2-TX-001319,137,"Jun 01, 2025",-374.21,CREDIT CARD,Refund
Q2-TX-001320,746,"Apr 30, 2025",148.69, Debit Card,UPGRADE
Q2-TX-001321,732,05/22/2025,398.42 USD,DEBIT CARD,upgrade
Q2-TX-001322,1051,26-06-2025,-191.47,debit card,refund
Q2-TX-001323,416,05/19/2025,124.48 USD, Bank Transfer,Add-on
Q2-TX-001324,1405,"May 01, 2025",$-49.09,Bank Transfer, Refund 
Q2-TX-001325,630,13-04-2025,82.23 USD, Bank Transfer ,upgrade
Q2-TX-001326,1455,13 Apr 2025,137.12, Credit Card ,ADD-ON
Q2-TX-001327,1156,"Apr 24, 2025",241.17 USD, Credit Card,Add-on 
Q2-TX-001328,222,08/04/2025,120.17 USD,CREDIT CARD,Subscription 
Q2-TX-001329,870,10-04-2025,$695,BANK TRANSFER, Subscription 
Q2-TX-001330,243,08-06-2025,$323, Credit Card,subscription
Q2-TX-001331,1208,05/04/2025,96.29,Bank Transfer , Upgrade
Q2-TX-001332,587,04/06/2025,$154.35, PayPal ,Upgrade 
Q2-TX-001333,381,2025-06-17,169.48,credit card, Add-on
Q2-TX-001334,411,05/06/2025,263.82,CREDIT CARD,Upgrade
Q2-TX-001335,658,11 Jun 2025,51.03,paypal,Subscription
Q2-TX-001336,975,14 Jun 2025,558.67 USD, Credit Card,Upgrade
Q2-TX-001337,77,18 May 2025,$667.19, Debit Card ,SUBSCRIPTION
Q2-TX-001338,1415,"Apr 10, 2025",$285.71, PayPal , Add-on 
Q2-TX-001339,81,28/04/2025,460.62 USD,Debit Card , Upgrade
Q2-TX-001340,230,05/02/2025,248.12 USD, Credit Card ,Subscription
Q2-TX-001341,1444,01/06/2025,-172.57, Bank Transfer ,Refund 
Q2-TX-001342,37,"May 13, 2025",$100, Credit Card,Add-on
Q2-TX-001343,568,2025-05-14,$280.13,Bank Transfer,UPGRADE
Q2-TX-001344,601,27 May 2025,$218.53, Credit Card, Add-on 
Q2-TX-001345,1168,14 May 2025,571.95 USD, Credit Card,Subscription 
Q2-TX-001346,926,05/19/2025,341.72 USD, Debit Card, Subscription 
Q2-TX-001347,278,2025-06-20,$-110.84,Credit Card,refund
Q2-TX-001348,1107,20 May 2025,$-315.41, PayPal,REFUND
Q2-TX-001349,572,06/21/2025,$-148,Credit Card , Refund
Q2-TX-001350,949,05/25/2025,108.88, Credit Card , Upgrade 
Q2-TX-001351,1069,06/11/2025,139.35,debit card, Upgrade
Q2-TX-001352,1114,"May 24, 2025",-124.16,PayPal ,Refund
Q2-TX-001353,244,04/11/2025,USD 268.13, Bank Transfer, Upgrade
Q2-TX-001354,1345,2025-05-18,336.49, Debit Card ,UPGRADE
Q2-TX-001355,480,29/05/2025,68.28, PayPal,SUBSCRIPTION
Q2-TX-001356,1483,"Jun 26, 2025",132.73, Debit Card ,Add-on 
Q2-TX-001357,571,30-06-2025,-312.21, PayPal,refund
Q2-TX-001358,170,05/24/2025,$347.38,PAYPAL, Add-on
Q2-TX-001359,1378,05/28/2025,-252.85 USD,Bank Transfer ,Refund 
Q2-TX-001360,1446,27/04/2025,203.70,Bank Transfer,SUBSCRIPTION
Q2-TX-001361,1134,27 Apr 2025,$-114,bank transfer,Refund
Q2-TX-001362,88,05/27/2025,$-77,Debit Card , Refund 
Q2-TX-001363,296,26-04-2025,-171.35, Bank Transfer ,REFUND
Q2-TX-001364,796,17/05/2025,USD 174.25,Credit Card ,upgrade
Q2-TX-001365,276,06/26/2025,$200, Credit Card ,ADD-ON
Q2-TX-001366,876,13 May 2025,$271.91,CREDIT CARD,upgrade
Q2-TX-001367,344,04/29/2025,-261.50, PayPal ,Refund 
Q2-TX-001368,47,05-04-2025,$-305, Debit Card , Refund 
Q2-TX-001369,669,"Jun 28, 2025",211.00 USD,debit card,UPGRADE
Q2-TX-001370,1264,04/04/2025,111.61,CREDIT CARD,Subscription
Q2-TX-001371,448,2025-06-16,$583,PayPal,Subscription 
Q2-TX-001372,1093,10 Apr 2025,$88.07,BANK TRANSFER, Upgrade
Q2-TX-001373,296,14/05/2025,113.61, Bank Transfer,ADD-ON
Q2-TX-001374,983,05/26/2025,$259,DEBIT CARD,Add-on 
Q2-TX-001375,153,"May 11, 2025",146.60, PayPal ,Subscription 
Q2-TX-001376,988,01-06-2025,467.12 USD,Debit Card , Upgrade
Q2-TX-001377,417,12 May 2025,-212.57, PayPal,Refund 
Q2-TX-001378,1248,08 May 2025,301.34,Credit Card ,Subscription
Q2-TX-001379,773,09/06/2025,188.30,BANK TRANSFER,upgrade
Q2-TX-001380,510,"May 08, 2025",61.58, PayPal, Add-on
Q2-TX-001381,1118,"Jun 19, 2025",753.55 USD, PayPal , Add-on
Q2-TX-001382,187,"Apr 22, 2025",-249.91,Debit Card , Refund
Q2-TX-001383,605,10-06-2025,111.45 USD,Debit Card, Subscription
Q2-TX-001384,141,06/25/2025,$202.90,Debit Card,Upgrade 
Q2-TX-001385,1204,2025-04-18,$342,PAYPAL,subscription
Q2-TX-001386,949,"May 29, 2025",USD -49.81,Credit Card, Refund
Q2-TX-001387,146,25 Apr 2025,USD -213.43,paypal,Refund 
Q2-TX-001388,1185,2025-06-24,$170,Credit Card ,Upgrade
Q2-TX-001389,207,"May 05, 2025",USD -89.95,CREDIT CARD, Refund 
Q2-TX-001390,709,20/06/2025,USD 347.74, Debit Card,SUBSCRIPTION
Q2-TX-001391,1467,24-04-2025,-117.27,PayPal,REFUND
Q2-TX-001392,314,"Jun 21, 2025",$442, Bank Transfer,upgrade
Q2-TX-001393,104,2025-04-09,$-149,credit card,Refund
Q2-TX-001394,450,04/14/2025,314.14, PayPal ,subscription
Q2-TX-001395,98,23 May 2025,$255.93,DEBIT CARD,upgrade
Q2-TX-001396,1230,05/15/2025,237.80 USD, Debit Card,UPGRADE
Q2-TX-001397,1440,19-05-2025,204.98,Bank Transfer, Upgrade
Q2-TX-001398,576,06-06-2025,229.57 USD,BANK TRANSFER,UPGRADE
Q2-TX-001399,653,2025-05-11,-312.65,Debit Card ,refund
Q2-TX-001400,675,"Jun 17, 2025",-452.86,paypal, Refund 
Q2-TX-001401,1481,05 May 2025,$146.49,PAYPAL, Add-on
Q2-TX-001402,204,"May 29, 2025",USD 680.99, PayPal, Subscription 
Q2-TX-001403,543,03 Apr 2025,$-374.15, PayPal ,REFUND
Q2-TX-001404,972,2025-06-12,-283.88,Bank Transfer,Refund 
Q2-TX-001405,1401,"May 12, 2025",270.81,Credit Card ,Add-on
Q2-TX-001406,262,04-05-2025,35.05 USD,Credit Card ,add-on
Q2-TX-001407,398,"Jun 30, 2025",663.15 USD,BANK TRANSFER,ADD-ON
Q2-TX-001408,170,17-04-2025,327.44, Bank Transfer,Subscription 
Q2-TX-001409,359,13-04-2025,-107.36 USD,PayPal , Refund 
Q2-TX-001410,825,04/09/2025,65.40,bank transfer,UPGRADE
Q2-TX-001411,322,04/26/2025,$332.48,Credit Card,Subscription
Q2-TX-001412,580,"Jun 03, 2025",152.15,PayPal ,subscription
Q2-TX-001413,153,"May 27, 2025",$-200, PayPal, Refund
Q2-TX-001414,632,11/05/2025,-194.32 USD,PayPal,refund
Q2-TX-001415,844,18-06-2025,199.43, Debit Card ,Upgrade 
Q2-TX-001416,412,2025-06-30,-57.16, PayPal,Refund 
Q2-TX-001417,107,2025-04-14,414.36 USD,Debit Card ,ADD-ON
Q2-TX-001418,1454,04/14/2025,147.91, Debit Card , Subscription 
Q2-TX-001419,751,18-06-2025,176.99 USD,credit card,ADD-ON
Q2-TX-001420,472,09/04/2025,125.14 USD,DEBIT CARD,subscription
Q2-TX-001421,1332,07/04/2025,-354.55, Credit Card , Refund
Q2-TX-001422,828,05/04/2025,-123.16,debit card, Refund 
Q2-TX-001423,927,2025-04-16,97.53 USD,Bank Transfer, Subscription 
Q2-TX-001424,1368,2025-06-06,$318, Debit Card , Subscription
Q2-TX-001425,1113,09-06-2025,172.13 USD,bank transfer,Subscription
Q2-TX-001426,352,2025-04-25,-266.89, Debit Card,Refund
Q2-TX-001427,1430,2025-05-12,$141, PayPal ,Subscription
Q2-TX-001428,151,"Apr 09, 2025",99.83 USD,PayPal ,SUBSCRIPTION
Q2-TX-001429,384,22/06/2025,USD 159.59, Debit Card,Add-on
Q2-TX-001430,683,05/03/2025,375.57, Credit Card ,Upgrade 
Q2-TX-001431,787,2025-05-19,$-158,Debit Card ,Refund
Q2-TX-001432,45,14-04-2025,395.90 USD, Debit Card ,Subscription 
Q2-TX-001433,553,"Jun 18, 2025",$-150.98,PAYPAL,REFUND
Q2-TX-001434,1413,"Jun 19, 2025",$-283,PayPal , Refund
Q2-TX-001435,1210,04/21/2025,-192.56,paypal,Refund 
Q2-TX-001436,704,"May 02, 2025",$153,credit card,Subscription
Q2-TX-001437,599,"Jun 24, 2025",107.28 USD,PAYPAL,subscription
Q2-TX-001438,175,"Jun 19, 2025",USD 146.31,BANK TRANSFER,Subscription
Q2-TX-001439,948,22/04/2025,$224.36,debit card,Add-on
Q2-TX-001440,725,2025-05-07,USD 58.54,DEBIT CARD,UPGRADE
Q2-TX-001441,496,05-05-2025,$-101,PAYPAL, Refund 
Q2-TX-001442,324,10-05-2025,278.83,BANK TRANSFER,add-on
Q2-TX-001443,475,06/28/2025,78.71 USD,PAYPAL,upgrade
Q2-TX-001444,547,2025-04-23,210.08,Credit Card,SUBSCRIPTION
Q2-TX-001445,1181,2025-04-24,328.50, PayPal ,Add-on 
Q2-TX-001446,1229,"May 08, 2025",$-454,PayPal ,Refund 
Q2-TX-001447,720,19-05-2025,$47,DEBIT CARD,add-on
Q2-TX-001448,227,20 Jun 2025,216.97,credit card, Subscription
Q2-TX-001449,1422,20/04/2025,$565,Credit Card, Upgrade 
Q2-TX-001450,214,01/06/2025,469.31,Debit Card, Upgrade 
Q2-TX-001451,405,"Apr 25, 2025",USD 64.56, Credit Card, Subscription
Q2-TX-001452,502,04/29/2025,USD 245.72,Credit Card ,Add-on
Q2-TX-001453,1059,08-05-2025,131.33,Credit Card , Add-on
Q2-TX-001454,336,2025-06-27,$134,PAYPAL,Add-on 
Q2-TX-001455,269,11/04/2025,142.92,Credit Card ,UPGRADE
Q2-TX-001456,3,06/08/2025,323.90, Credit Card,Add-on 
Q2-TX-001457,366,20/05/2025,262.40,paypal,add-on
Q2-TX-001458,807,11 May 2025,-261.86,BANK TRANSFER,refund
Q2-TX-001459,154,"Apr 16, 2025",$253.50, Bank Transfer ,Add-on 
Q2-TX-001460,794,16-06-2025,-111.15, Debit Card , Refund
Q2-TX-001461,472,06-05-2025,100.83,debit card, Subscription
Q2-TX-001462,1166,29/06/2025,USD 85.80, PayPal,upgrade
Q2-TX-001463,1328,05 May 2025,195.14, Bank Transfer , Subscription 
Q2-TX-001464,1007,15/05/2025,-46.07,Debit Card ,Refund
Q2-TX-001465,262,"Jun 15, 2025",$258,BANK TRANSFER,upgrade
Q2-TX-001466,1215,"Jun 11, 2025",$506, PayPal,Subscription 
Q2-TX-001467,548,06/03/2025,USD 269.72,Bank Transfer,Add-on 
Q2-TX-001468,411,2025-04-21,USD 290.83,debit card, Upgrade
Q2-TX-001469,204,05 Apr 2025,126.06,Bank Transfer , Add-on 
Q2-TX-001470,71,04/22/2025,154.62 USD, Bank Transfer,subscription
Q2-TX-001471,1311,06/12/2025,190.53 USD, Debit Card , Upgrade 
Q2-TX-001472,324,"Apr 28, 2025",184.62,PayPal ,Upgrade 
Q2-TX-001473,457,05/12/2025,$259,Bank Transfer ,ADD-ON
Q2-TX-001474,647,12/04/2025,$475, Debit Card,UPGRADE
Q2-TX-001475,581,23-06-2025,187.48,Bank Transfer,Subscription
Q2-TX-001476,1391,06/09/2025,412.29,Debit Card,SUBSCRIPTION
Q2-TX-001477,630,24 Jun 2025,206.95, Credit Card , Upgrade 
Q2-TX-001478,1233,"May 09, 2025",75.51,PayPal ,upgrade
Q2-TX-001479,904,11-05-2025,$-223,Bank Transfer,refund
Q2-TX-001480,166,06/25/2025,$-234.16,Debit Card , Refund 
Q2-TX-001481,387,04/03/2025,$-78,debit card,refund
Q2-TX-001482,89,04/26/2025,$-444.68,Debit Card,Refund
Q2-TX-001483,1237,28 Jun 2025,$297,PayPal, Upgrade
Q2-TX-001484,1392,27-05-2025,$-368, Bank Transfer,REFUND
Q2-TX-001485,1362,"May 03, 2025",-380.36 USD,Debit Card, Refund
Q2-TX-001486,788,30 Apr 2025,USD 106.52,Debit Card, Add-on
Q2-TX-001487,100,06/23/2025,$381.19,bank transfer, Add-on
Q2-TX-001488,605,"May 16, 2025",$56.52,Debit Card , Subscription 
Q2-TX-001489,624,14/04/2025,213.71,Credit Card , Add-on 
Q2-TX-001490,234,06/16/2025,$-151, Debit Card, Refund 
Q2-TX-001491,1214,"Jun 01, 2025",78.54,credit card,Upgrade
Q2-TX-001492,170,2025-05-01,$-290,Credit Card, Refund
Q2-TX-001493,1302,12/05/2025,-315.36, PayPal,REFUND
Q2-TX-001494,597,"Apr 05, 2025",$104,Debit Card,upgrade
Q2-TX-001495,1084,01 Apr 2025,USD 206.20, PayPal,Add-on 
