ticket_id,user_id,opened_date,category,priority,resolution_hours,satisfaction,ticket_status
TCK-005205,1132,2025-12-24, Feature Request,High,2.5,2.0,Open
TCK-005206,1169,28 May 2025,billing,Low ,28.6,,pending
TCK-005207,694,10/24/2025,Security , Critical ,19.9,4.0, Pending 
TCK-005208,1423,22-04-2025,PERFORMANCE,High ,2.2,2.0, Resolved 
TCK-005209,854,07 Jul 2025,security, Medium,15.0,4.0,RESOLVED
TCK-005210,1015,02/04/2025,Technical,LOW,16.3,3.0, Pending 
TCK-005211,1165,01-06-2025,billing,High,3.4,4.0, Open
TCK-005212,424,14 Dec 2025, Technical, Medium,20.8,2.0,Open 
TCK-005213,1042,28-03-2025,Technical, High,10.6,1.0, Closed 
TCK-005214,766,11/06/2025, Performance , Medium,6.4,2.0,Pending
TCK-005215,43,2025-04-02,performance,CRITICAL,47.4,5.0,resolved
TCK-005216,400,01-07-2025, Performance ,High ,24.5,1.0,resolved
TCK-005217,780,30-12-2025, Feature Request,High ,11.1,2.0,Open
TCK-005218,1085,29-10-2025,Billing,LOW,48.8,2.0,Open 
TCK-005219,1052,09/03/2025, Billing ,Critical,6.2,4.0, Closed 
TCK-005220,1386,03/26/2025, Feature Request,Critical,2.5,,closed
TCK-005221,667,31 Mar 2025, Technical , Medium,4.7,3.0, Closed
TCK-005222,1215,11/14/2025,Technical ,critical,21.9,2.0,PENDING
TCK-005223,398,21/12/2025, Security,High ,39.6,5.0,Closed 
TCK-005224,1198,17-01-2025, Performance,Critical ,7.6,5.0, Resolved 
TCK-005225,870,"Feb 18, 2025",FEATURE REQUEST,Critical ,11.0,4.0,Resolved
TCK-005226,1293,"Jun 08, 2025", Billing ,Low,44.3,5.0,Pending
TCK-005227,1418,"Aug 12, 2025",Technical, Critical,6.9,,CLOSED
TCK-005228,1262,10-11-2025,technical,High ,7.6,1.0, Closed
TCK-005229,478,14 Jul 2025, Billing,Low ,7.8,4.0,CLOSED
TCK-005230,108,02/04/2025, Feature Request ,Medium,34.0,4.0, Open
TCK-005231,1233,06-04-2025, Security ,Low ,3.2,3.0,OPEN
TCK-005232,893,2025-05-04,billing,Medium,6.7,3.0, Closed 
TCK-005233,1146,"Apr 02, 2025",performance,high,13.9,4.0,Closed
TCK-005234,57,10/24/2025,Feature Request,MEDIUM,17.0,4.0,Pending 
TCK-005235,1040,25-12-2025, Feature Request, Critical,25.9,,CLOSED
TCK-005236,441,24/06/2025,feature request,Medium,17.2,4.0, Pending
TCK-005237,238,03/09/2025,Account ,High,19.4,5.0, Pending 
TCK-005238,607,2025-09-02,Feature Request, Low ,6.2,2.0,Open
TCK-005239,41,14 Aug 2025,billing,low,12.1,,resolved
TCK-005240,1399,"Apr 17, 2025", Performance , Low ,25.1,4.0,pending
TCK-005241,1032,17 Mar 2025,ACCOUNT, High,8.2,2.0,PENDING
TCK-005242,719,03/09/2025, Security , High,9.8,4.0,Closed
TCK-005243,982,16 Jun 2025, Account ,critical,16.7,2.0, Open 
TCK-005244,211,20-05-2025,Security ,Medium ,10.5,1.0, Open
TCK-005245,1391,08 Feb 2025,TECHNICAL,MEDIUM,18.4,1.0, Open 
TCK-005246,174,26 Apr 2025,Security,Low ,32.0,,Open 
TCK-005247,1451,04-08-2025, Security, High ,13.2,1.0, Open 
TCK-005248,490,01/06/2025,FEATURE REQUEST,critical,13.4,, Open 
TCK-005249,932,"Nov 27, 2025", Billing,Critical,18.2,5.0, Resolved 
TCK-005250,292,15/09/2025, Billing , High,12.5,,Open 
TCK-005251,724,2025-12-04,Performance,HIGH,8.3,5.0,CLOSED
TCK-005252,112,21 Nov 2025, Account,High,19.7,1.0,resolved
TCK-005253,1448,09/11/2025, Billing ,high,22.2,5.0,pending
TCK-005254,589,22 Feb 2025,account,critical,16.7,2.0,closed
TCK-005255,858,24-08-2025,Technical ,MEDIUM,34.0,4.0,closed
TCK-005256,1250,16/02/2025,Technical ,LOW,37.3,1.0,Closed
TCK-005257,453,"Nov 09, 2025", Performance, Low,5.2,1.0,resolved
TCK-005258,1362,2025-03-14,Security,Low,7.9,,Closed
TCK-005259,1423,"Oct 03, 2025",security, Low ,36.1,5.0,PENDING
TCK-005260,78,03/09/2025, Security ,HIGH,9.5,1.0,Closed
TCK-005261,548,26/04/2025, Technical , Low ,19.7,3.0, Open
TCK-005262,1452,2025-08-30,Feature Request ,Critical ,16.1,1.0,OPEN
TCK-005263,526,"Jun 05, 2025",Feature Request,Low,17.9,1.0,RESOLVED
TCK-005264,452,10/08/2025, Billing, Critical,0.0,2.0, Pending
TCK-005265,1405,11/02/2025,performance,Medium,9.5,1.0, Closed 
TCK-005266,1322,16 Jul 2025, Billing , Critical,10.1,5.0,OPEN
TCK-005267,1271,08/20/2025, Security,Medium,0.8,2.0, Open 
TCK-005268,1172,2025-11-20,Security,Low ,34.4,1.0,Resolved 
TCK-005269,1116,17/03/2025, Performance,Low ,51.4,3.0,Pending
TCK-005270,1320,05 Apr 2025,security,Low,10.6,4.0,Resolved
TCK-005271,1296,05-11-2025,performance, Low ,16.2,4.0,OPEN
TCK-005272,1258,02/24/2025,Performance , High,8.2,,Closed 
TCK-005273,824,16-05-2025, Billing , Critical,12.6,5.0,Pending 
TCK-005274,240,"Dec 14, 2025", Performance ,high,40.4,1.0,Pending
TCK-005275,360,15 Jan 2025,SECURITY,Medium ,7.3,1.0,OPEN
TCK-005276,76,31-07-2025,PERFORMANCE,High ,10.4,2.0,PENDING
TCK-005277,1388,01-12-2025,Feature Request, Critical,15.1,1.0,RESOLVED
TCK-005278,760,09-06-2025, Account ,High ,27.2,,Closed 
TCK-005279,1496,13/06/2025, Performance , Medium,5.8,4.0,Resolved
TCK-005280,1328,27 Dec 2025,account,Medium,37.5,5.0,Pending
TCK-005281,525,20-07-2025,technical, Low ,7.2,3.0,Pending 
TCK-005282,922,29-07-2025,billing,Low ,15.2,5.0, Pending
TCK-005283,390,"Aug 29, 2025", Billing,MEDIUM,13.4,3.0, Open 
TCK-005284,586,2025-04-18,account,Medium,17.9,4.0,Closed 
TCK-005285,621,21-03-2025,security,high,11.9,2.0, Pending
TCK-005286,1183,04/19/2025,Billing,low,26.0,4.0,resolved
TCK-005287,707,02-10-2025, Account ,Medium ,26.1,2.0,CLOSED
TCK-005288,537,23/11/2025, Technical ,low,22.5,4.0, Open
TCK-005289,1211,"Jan 19, 2025",Feature Request,Medium,4.6,3.0,resolved
TCK-005290,542,06/06/2025,feature request,high,28.8,, Closed 
TCK-005291,926,06/23/2025,Billing ,MEDIUM,25.2,5.0,resolved
TCK-005292,1457,20/11/2025,performance, Critical ,28.1,1.0,Pending 
TCK-005293,1240,12 Nov 2025,account, Low,4.0,,Closed 
TCK-005294,790,05 Oct 2025, Account,CRITICAL,16.7,5.0,Pending
TCK-005295,1337,25-09-2025,billing,high,18.0,5.0,closed
TCK-005296,858,08/17/2025, Technical,Critical ,8.8,,OPEN
TCK-005297,346,2025-11-13,SECURITY,Low ,27.3,3.0,Pending 
TCK-005298,569,"Apr 13, 2025",performance,High,25.2,5.0, Resolved
TCK-005299,629,29 Dec 2025, Billing, High,15.9,2.0,RESOLVED
TCK-005300,573,2025-02-01, Feature Request,HIGH,55.6,3.0,resolved
TCK-005301,189,2025-06-15,Performance , High ,16.5,,CLOSED
TCK-005302,138,09/12/2025, Technical,medium,11.7,4.0,RESOLVED
TCK-005303,377,12/10/2025,TECHNICAL,Critical ,29.4,,Closed 
TCK-005304,698,15-07-2025, Billing , Medium ,23.5,2.0,Open 
TCK-005305,19,20/07/2025, Billing,Medium ,16.0,5.0,Open
TCK-005306,765,06/06/2025, Feature Request ,HIGH,5.9,3.0,Pending 
TCK-005307,693,"Nov 11, 2025",SECURITY,high,23.9,1.0, Pending
TCK-005308,1465,13/07/2025,Account ,High,45.5,1.0,Pending
TCK-005309,746,18 Feb 2025,Billing, Low ,25.0,1.0,Closed
TCK-005310,131,"Sep 28, 2025",account,Medium,3.2,4.0, Pending
TCK-005311,1278,2025-04-04,Billing ,critical,14.2,1.0, Closed 
TCK-005312,482,31-01-2025, Technical,Medium,11.6,,pending
TCK-005313,879,"Sep 24, 2025",Billing,Low ,16.7,1.0,resolved
TCK-005314,919,14 Sep 2025,billing,HIGH,2.2,2.0, Pending 
TCK-005315,1323,04 Oct 2025,Security, High,14.9,2.0,open
TCK-005316,1329,11/08/2025,Billing, Medium,5.2,4.0, Open 
TCK-005317,1122,04 Apr 2025, Feature Request,low,11.5,4.0,Pending
TCK-005318,1150,16-07-2025, Technical ,Low ,12.4,1.0,Open 
TCK-005319,738,03/19/2025, Feature Request,critical,12.7,,Resolved
TCK-005320,1033,23 Jul 2025, Account ,low,4.9,2.0,closed
TCK-005321,1239,2025-01-21,BILLING,high,16.2,2.0,closed
TCK-005322,211,"Apr 06, 2025", Account , Medium,6.0,,Resolved
TCK-005323,761,01/29/2025,Technical,Critical ,5.1,2.0, Closed
TCK-005324,1476,2025-03-19,technical,low,1.5,1.0,Resolved 
TCK-005325,1038,31/07/2025,Account,low,13.9,3.0, Resolved
TCK-005326,1116,12-03-2025, Technical ,HIGH,12.9,5.0,Closed 
TCK-005327,409,12 Oct 2025, Performance,critical,15.1,4.0,Resolved 
TCK-005328,626,24 Jan 2025, Feature Request ,Low,33.9,4.0, Closed
TCK-005329,47,29 Mar 2025, Security, Critical ,18.1,4.0,PENDING
TCK-005330,373,2025-08-19,Feature Request ,Low ,31.1,,RESOLVED
TCK-005331,924,"Dec 30, 2025",Performance , Low,33.6,5.0, Closed
TCK-005332,460,16/11/2025, Performance , Low ,5.4,,resolved
TCK-005333,915,2025-01-25,Security ,high,35.6,3.0,OPEN
TCK-005334,226,17-11-2025,Technical ,critical,34.6,4.0, Pending 
TCK-005335,111,2025-12-10,ACCOUNT,CRITICAL,15.5,,Closed
TCK-005336,129,06/17/2025,feature request,MEDIUM,10.0,1.0,PENDING
TCK-005337,407,23 Oct 2025,Feature Request , High,36.6,1.0,pending
TCK-005338,1107,11 Feb 2025, Feature Request , Critical ,22.7,3.0,Open
TCK-005339,494,28/11/2025,SECURITY, Medium ,4.9,1.0, Pending
TCK-005340,390,11/07/2025,Billing,Low,24.3,2.0,Closed 
TCK-005341,1408,10/20/2025,Billing , Low,4.2,2.0,closed
TCK-005342,684,03 Apr 2025,Performance ,Low,29.1,3.0, Closed
TCK-005343,569,"Jan 28, 2025",Security ,critical,10.7,4.0,Closed
TCK-005344,37,21-12-2025, Security,Low ,5.2,, Resolved 
TCK-005345,425,11/17/2025,Technical ,MEDIUM,3.6,1.0,open
TCK-005346,463,22-01-2025,Performance ,Medium,13.6,3.0, Closed
TCK-005347,1458,26 Dec 2025, Billing, Medium ,20.7,4.0, Resolved 
TCK-005348,1304,2025-09-29,Feature Request,medium,13.2,, Resolved
TCK-005349,1348,30 Aug 2025,ACCOUNT,low,15.7,, Resolved 
TCK-005350,430,2025-05-30,Performance ,Medium ,13.4,,RESOLVED
TCK-005351,129,10/04/2025,Technical ,Critical,30.9,4.0,Resolved
TCK-005352,444,2025-12-29,Performance , High,12.3,4.0,RESOLVED
TCK-005353,729,2025-07-04, Security,Medium ,10.1,2.0,Pending 
TCK-005354,614,20 Dec 2025,FEATURE REQUEST, Critical ,20.9,3.0,pending
TCK-005355,370,10/27/2025, Billing,medium,9.8,3.0, Pending
TCK-005356,584,21 Oct 2025, Technical ,high,17.6,,OPEN
TCK-005357,166,2025-12-31, Technical , High,3.9,5.0, Resolved
TCK-005358,1362,10/01/2025,Billing,LOW,3.6,2.0, Closed
TCK-005359,662,11/09/2025,BILLING,MEDIUM,20.6,1.0,Resolved 
TCK-005360,1397,"Nov 23, 2025", Security ,Critical ,20.3,,Resolved 
TCK-005361,1495,"Mar 18, 2025",feature request,medium,23.5,3.0,resolved
TCK-005362,887,08-08-2025, Performance, Medium ,5.6,5.0,Closed 
TCK-005363,408,22-10-2025,Performance, High,5.5,, Pending
TCK-005364,1044,06 Apr 2025, Billing ,CRITICAL,14.5,4.0, Open 
TCK-005365,537,08/14/2025, Security , Medium,19.6,5.0, Pending 
TCK-005366,681,02 Sep 2025,performance,High ,4.8,4.0,Closed
TCK-005367,1078,2025-11-09,TECHNICAL,Medium,1.7,2.0,Resolved 
TCK-005368,818,10/12/2025,FEATURE REQUEST, Critical,28.2,4.0, Open 
TCK-005369,1328,10 May 2025, Account,Medium ,12.1,2.0, Closed
TCK-005370,1490,31-08-2025,BILLING,CRITICAL,10.3,, Pending 
TCK-005371,475,06/16/2025, Technical , Low ,10.4,1.0,PENDING
TCK-005372,929,2025-06-12,feature request, Medium,15.1,,Open 
TCK-005373,51,06-02-2025,ACCOUNT,Medium,4.6,,Resolved 
TCK-005374,566,09 Jun 2025, Performance,Low ,11.3,, Resolved
TCK-005375,800009,11-06-2025, Account ,High,11.3,3.0,Open
TCK-005376,588,2025-01-29,Security,High,4.3,, Closed
TCK-005377,356,"Jul 17, 2025",technical, High,14.8,4.0,closed
TCK-005378,479,30-09-2025, Security,CRITICAL,6.5,1.0,Resolved 
TCK-005379,557,"Feb 19, 2025",Performance ,Medium,30.3,,RESOLVED
TCK-005380,390,2025-08-12,feature request,MEDIUM,41.0,5.0,Resolved
TCK-005381,821,01/14/2025,Feature Request ,LOW,8.0,, Closed 
TCK-005382,396,2025-10-27,billing, Medium ,5.1,5.0,Resolved
TCK-005383,288,27 Nov 2025, Technical,Low,43.2,2.0,Resolved
TCK-005384,406,31/07/2025, Security ,CRITICAL,5.0,4.0,Pending 
TCK-005385,29,06/07/2025,PERFORMANCE,medium,3.2,1.0,pending
TCK-005386,376,07/12/2025,TECHNICAL,medium,11.4,5.0,Resolved 
TCK-005387,1034,25-05-2025,billing, High ,17.1,1.0,CLOSED
TCK-005388,673,05-02-2025,FEATURE REQUEST,Medium,22.9,, Closed 
TCK-005389,471,09-08-2025,Security ,Medium ,28.7,3.0,Resolved 
TCK-005390,289,04/15/2025,billing,High,6.4,1.0,Open
TCK-005391,796,"Jan 17, 2025",performance,MEDIUM,23.2,2.0,CLOSED
TCK-005392,223,2025-03-30, Billing ,Low ,13.9,3.0, Open
TCK-005393,423,10-09-2025, Performance,High,19.1,,OPEN
TCK-005394,1085,"Jan 27, 2025", Billing , Critical,12.8,2.0, Resolved 
TCK-005395,555,2025-12-10, Billing ,medium,10.2,1.0,closed
TCK-005396,305,12/08/2025,ACCOUNT,high,9.9,,CLOSED
TCK-005397,248,10-08-2025, Performance ,low,21.3,1.0,Pending
TCK-005398,311,11 Aug 2025,security, Medium ,16.9,2.0, Closed
TCK-005399,1184,02/04/2025,Feature Request ,Medium ,23.0,3.0,pending
TCK-005400,800001,04/24/2025,PERFORMANCE, Medium,21.2,2.0, Open
TCK-005401,20,2025-06-09,technical, Critical,6.7,, Open
TCK-005402,1472,28-03-2025,billing,medium,29.4,3.0, Pending 
TCK-005403,631,2025-11-03,feature request, Medium ,25.9,2.0, Closed 
TCK-005404,92,"Dec 10, 2025",technical, Low,5.5,2.0,OPEN
TCK-005405,878,30/08/2025,Performance,Medium ,4.0,2.0,Pending
TCK-005406,902,11/05/2025,Account,Low ,17.5,, Resolved 
TCK-005407,95,01/01/2025, Billing ,LOW,37.1,,PENDING
TCK-005408,820,26-12-2025,FEATURE REQUEST,LOW,24.2,,OPEN
TCK-005409,541,09/20/2025,Account , High,25.1,2.0, Open
TCK-005410,28,28-01-2025,Account ,CRITICAL,22.9,4.0,Resolved
TCK-005411,986,"Aug 23, 2025", Billing ,low,4.2,3.0,Resolved
TCK-005412,1157,12-02-2025, Feature Request, Medium,21.3,3.0,Closed
TCK-005413,156,12/03/2025, Performance, Low ,16.7,5.0,open
TCK-005414,1024,2025-06-14,Feature Request ,critical,16.0,5.0,Pending
TCK-005415,208,25 Nov 2025,Security,Medium,13.2,2.0, Pending
TCK-005416,357,"Dec 03, 2025",BILLING, Medium,0.7,2.0,open
TCK-005417,1468,"Jul 09, 2025",Security, Low ,12.4,2.0, Closed
TCK-005418,1073,"Dec 01, 2025", Technical, Low ,6.4,4.0,Open
TCK-005419,88,11 Jan 2025,BILLING,Critical ,1.9,4.0,OPEN
TCK-005420,39,2025-12-24,Account ,Low ,4.8,1.0,CLOSED
TCK-005421,560,2025-02-19,Billing, Low ,1.2,1.0,RESOLVED
TCK-005422,60,04/02/2025,Billing, Low ,-5.0,3.0,Closed
TCK-005423,104,07 Mar 2025, Performance , Low,3.7,1.0, Resolved
TCK-005424,446,20 Apr 2025,FEATURE REQUEST,CRITICAL,4.1,4.0,Open 
TCK-005425,386,16 Mar 2025,account,HIGH,19.4,3.0,Pending
TCK-005426,795,2025-04-08,technical, Medium,7.9,4.0,open
TCK-005427,1404,2025-01-03,feature request, Low ,23.5,4.0,OPEN
TCK-005428,1164,24 Nov 2025,Billing ,high,37.1,1.0,Closed 
TCK-005429,57,06 Jun 2025, Billing,HIGH,14.8,4.0,Open
TCK-005430,1170,13-07-2025,account,Critical ,16.8,5.0,Resolved 
TCK-005431,1483,22-02-2025, Technical , Medium,4.3,2.0, Resolved 
TCK-005432,230,"Oct 01, 2025",performance,Low ,7.6,4.0, Open
TCK-005433,1487,10-02-2025, Account , Critical,15.7,,Resolved 
TCK-005434,304,07/08/2025,PERFORMANCE,Medium,18.7,1.0,RESOLVED
TCK-005435,322,13 Jul 2025,billing,Low,3.5,3.0,Closed
TCK-005436,77,08/07/2025,Security ,Medium,14.1,1.0, Pending
TCK-005437,1059,04 Jan 2025,Technical ,MEDIUM,8.1,5.0,Pending
TCK-005438,820,2025-03-06, Account,Low,21.2,3.0,Resolved 
TCK-005439,558,13-06-2025,Technical ,MEDIUM,7.5,2.0, Resolved
TCK-005440,6,"Jan 05, 2025",SECURITY,Low,12.3,3.0,pending
TCK-005441,552,"May 06, 2025",Performance ,low,14.1,3.0,CLOSED
TCK-005442,883,14-06-2025,performance,low,6.4,2.0,Open
TCK-005443,911,01-10-2025, Security,Critical ,22.1,2.0,PENDING
TCK-005444,1004,"May 20, 2025",Security ,Low,14.3,3.0,pending
TCK-005445,593,15-07-2025,Performance, Critical ,27.3,4.0,Resolved
TCK-005446,1090,17/12/2025,Account ,CRITICAL,2.8,,PENDING
TCK-005447,1199,12/10/2025,Technical,Medium,17.7,3.0, Resolved
TCK-005448,981,25-06-2025, Security,High ,35.0,4.0, Open
TCK-005449,484,16/05/2025, Performance,Low ,8.9,, Resolved
TCK-005450,676,"Oct 19, 2025", Billing ,Medium,1.1,1.0,RESOLVED
TCK-005451,1484,"Dec 14, 2025",Technical,Low,27.1,1.0,RESOLVED
TCK-005452,116,07/09/2025,Account ,LOW,38.5,4.0,Pending
TCK-005453,1427,29-08-2025, Feature Request ,high,19.1,2.0,open
TCK-005454,1475,2025-07-12, Security, Critical,20.8,2.0, Closed
TCK-005455,334,15 Apr 2025,Feature Request ,Medium ,2.9,2.0,resolved
TCK-005456,114,2025-11-05,Security,MEDIUM,29.7,3.0, Pending 
TCK-005457,495,2025-12-29, Account , Medium,22.8,5.0, Open 
TCK-005458,1323,18 Dec 2025,ACCOUNT, Low ,3.8,,Open
TCK-005459,1427,2025-09-20, Feature Request ,Low ,20.5,2.0, Pending
TCK-005460,452,03 Jul 2025, Account, Medium ,18.4,4.0,Resolved 
TCK-005461,1376,04-07-2025, Billing ,MEDIUM,14.2,3.0,Pending 
TCK-005462,756,08 May 2025,security, Critical ,3.1,,Resolved 
TCK-005463,228,"Jan 20, 2025", Feature Request ,critical,26.7,4.0,closed
TCK-005464,411,2025-12-24, Technical , Critical ,27.8,2.0,Closed
TCK-005465,1164,09-01-2025, Technical ,Critical ,13.1,2.0,RESOLVED
TCK-005466,803,12/08/2025,Technical,Low,31.1,1.0,PENDING
TCK-005467,51,02/03/2025, Security , Low,60.1,,Resolved
TCK-005468,393,03/13/2025,Feature Request, Low,28.4,5.0,closed
TCK-005469,1019,06-07-2025, Feature Request ,HIGH,9.5,3.0,PENDING
TCK-005470,1272,05/08/2025,account,High,7.0,1.0, Open 
TCK-005471,1491,17/01/2025, Billing, Critical ,4.3,1.0,PENDING
TCK-005472,800012,"Mar 27, 2025",ACCOUNT,High,13.5,1.0, Closed
TCK-005473,1297,11/27/2025, Feature Request ,critical,36.3,1.0, Closed 
TCK-005474,896,21 May 2025, Account ,critical,16.4,1.0,resolved
TCK-005475,283,24/05/2025,Feature Request,Low,18.1,2.0, Closed 
TCK-005476,350,07/30/2025,Technical,Medium ,12.5,2.0, Closed
TCK-005477,892,26-11-2025, Performance,critical,14.6,4.0, Resolved 
TCK-005478,472,16 Aug 2025, Billing,Low,12.9,2.0, Resolved 
TCK-005479,1309,13-06-2025,Security,Critical,1.6,1.0,closed
TCK-005480,1370,04/09/2025,Billing,Medium,19.3,2.0, Open
TCK-005481,254,04-06-2025,FEATURE REQUEST,critical,21.0,1.0,OPEN
TCK-005482,1025,01/07/2025,Feature Request,Low ,39.8,5.0,PENDING
TCK-005483,65,11-03-2025,BILLING,medium,4.3,3.0,closed
TCK-005484,843,"Oct 21, 2025", Security ,medium,36.3,1.0,Closed 
TCK-005485,1147,27-09-2025,Security , Critical,14.9,1.0,Resolved
TCK-005486,1149,07/05/2025,billing,MEDIUM,21.9,1.0, Pending 
TCK-005487,4,2025-05-24, Technical ,High,11.3,3.0,OPEN
TCK-005488,209,11/24/2025, Billing ,High,36.7,2.0,Pending 
TCK-005489,747,27 May 2025,feature request,Critical,6.1,5.0,RESOLVED
TCK-005490,431,"Feb 26, 2025", Billing,Critical,30.9,, Resolved 
TCK-005491,66,2025-07-18,Account ,LOW,14.6,1.0,RESOLVED
TCK-005492,275,"Oct 09, 2025",Feature Request , High,17.0,4.0,PENDING
TCK-005493,837,09-02-2025,Account, High,27.0,, Pending 
TCK-005494,722,12/06/2025,SECURITY,Medium ,17.1,3.0, Open 
TCK-005495,550,03-07-2025,Feature Request,Low ,34.1,5.0,Open
TCK-005496,376,18/09/2025, Feature Request, Medium,18.6,4.0, Closed
TCK-005497,1298,16-04-2025,Feature Request, Critical,1.9,1.0, Closed 
TCK-005498,1322,04 Sep 2025, Performance,medium,4.3,3.0,Closed 
TCK-005499,800010,08/08/2025, Account ,LOW,8.7,, Resolved 
TCK-005500,1213,"Oct 17, 2025",FEATURE REQUEST, Critical ,22.5,4.0,pending
TCK-005501,399,2025-06-21, Feature Request , Critical ,37.3,4.0,open
TCK-005502,141,28-05-2025,performance,High ,19.9,3.0, Closed
TCK-005503,427,2025-04-20,Technical,Low ,7.2,,closed
TCK-005504,1140,08 Nov 2025, Performance,MEDIUM,7.0,4.0, Resolved 
TCK-005505,865,21/11/2025,billing, Medium,22.2,3.0,Pending
TCK-005506,909,2025-02-11,Feature Request,CRITICAL,10.8,3.0,Closed 
TCK-005507,330,"Aug 08, 2025",performance,high,23.1,2.0, Pending
TCK-005508,1068,31 May 2025, Performance,Critical,12.1,2.0,Closed
TCK-005509,1045,13/06/2025,Security ,CRITICAL,36.4,2.0,Open
TCK-005510,594,25/10/2025, Account ,High,49.6,4.0,pending
TCK-005511,172,"Jul 13, 2025",BILLING,Critical,25.0,5.0,closed
TCK-005512,1405,10/03/2025,Billing,LOW,50.1,4.0,Closed 
TCK-005513,288,12 Mar 2025,Technical,high,5.7,3.0, Closed 
TCK-005514,1374,"Sep 29, 2025",performance, Low,10.4,, Resolved
TCK-005515,837,11-09-2025, Technical ,low,31.4,2.0, Pending 
TCK-005516,156,11/14/2025,BILLING, Medium,3.1,1.0,Pending
TCK-005517,301,09-09-2025, Security ,low,26.1,1.0,Resolved
TCK-005518,1063,10/21/2025,Account, Low,16.8,4.0,Pending
TCK-005519,1476,11-01-2025,performance, Low,10.2,2.0,Resolved 
TCK-005520,1495,2025-08-02, Security, High ,12.1,3.0, Open 
TCK-005521,1163,"Sep 30, 2025",account,MEDIUM,4.3,, Open 
TCK-005522,1070,16-05-2025,Account,Critical,32.2,2.0, Resolved 
TCK-005523,166,22 May 2025, Feature Request,LOW,23.3,,Closed 
TCK-005524,563,14/03/2025, Billing,Critical,33.6,3.0,OPEN
TCK-005525,1109,2025-03-04, Performance,MEDIUM,23.4,,Pending
TCK-005526,997,"Jul 08, 2025", Billing ,LOW,19.5,3.0,Closed 
TCK-005527,229,21 Sep 2025,account, Low ,10.6,1.0,Closed 
TCK-005528,512,13-04-2025,Account, Low ,1.7,5.0,PENDING
TCK-005529,372,13/03/2025,TECHNICAL,High,17.8,4.0,Pending
TCK-005530,1410,10/31/2025,SECURITY, Medium ,3.9,5.0,OPEN
TCK-005531,289,03/20/2025, Account , High,9.1,3.0,Pending
TCK-005532,378,2025-02-01,PERFORMANCE,High ,14.3,3.0,OPEN
TCK-005533,1189,02/10/2025, Billing,critical,16.2,3.0,Closed 
TCK-005534,1091,03 Jan 2025,Account , High ,34.0,2.0,closed
TCK-005535,1404,"Dec 08, 2025",Security , Medium ,17.9,4.0, Closed 
TCK-005536,1197,27 Apr 2025, Feature Request,Medium,8.3,4.0,Resolved 
TCK-005537,519,12-03-2025,technical,medium,7.6,1.0, Pending
TCK-005538,1318,2025-05-31,Performance , Low,14.1,2.0, Closed
TCK-005539,164,2025-11-16,Security ,High,4.8,2.0,OPEN
TCK-005540,119,28/08/2025,feature request,critical,21.6,1.0,Pending
TCK-005541,86,03/01/2025,Performance,High,15.1,,Resolved
TCK-005542,954,07/07/2025, Performance,HIGH,12.8,5.0,Closed
TCK-005543,543,2025-02-02, Technical , Low,21.2,1.0,PENDING
TCK-005544,483,01-04-2025,Technical , Low ,6.1,2.0,open
TCK-005545,39,24/09/2025,security, Medium,10.4,2.0, Closed
TCK-005546,1341,01/20/2025,Feature Request,low,14.3,1.0,Closed 
TCK-005547,1366,27-04-2025,billing,HIGH,15.7,1.0,Resolved 
TCK-005548,452,17 Oct 2025, Account , Medium ,12.4,2.0, Open
TCK-005549,1082,22-02-2025, Account ,Medium ,19.0,5.0, Resolved 
TCK-005550,506,20/08/2025,Billing , Medium ,7.9,3.0,PENDING
TCK-005551,977,01 Feb 2025,Billing, Low ,24.9,1.0, Resolved
TCK-005552,463,"May 02, 2025", Account,MEDIUM,16.6,2.0,PENDING
TCK-005553,967,13/07/2025,Performance,Low ,12.4,5.0, Pending
TCK-005554,1197,"Jul 09, 2025",Account ,High ,28.0,4.0,resolved
TCK-005555,960,"Nov 03, 2025",Security ,Medium ,3.1,,Resolved 
TCK-005556,223,"Aug 12, 2025", Technical ,critical,13.1,1.0, Pending
TCK-005557,477,23 Oct 2025,Feature Request ,low,12.6,1.0, Pending 
TCK-005558,177,02-09-2025,Security, High,16.7,4.0, Closed
TCK-005559,370,"Nov 30, 2025",ACCOUNT, Low ,6.1,5.0,Resolved
TCK-005560,808,21/02/2025,security,CRITICAL,23.9,2.0, Closed 
TCK-005561,230,2025-05-20,Feature Request,CRITICAL,9.8,1.0,Open
TCK-005562,612,03/07/2025, Technical,medium,18.4,2.0, Resolved 
TCK-005563,1266,09/11/2025,Account,MEDIUM,9.6,2.0,Resolved
TCK-005564,375,"Nov 06, 2025",Account, Low,8.9,4.0, Pending 
TCK-005565,163,12/05/2025,PERFORMANCE,Medium ,10.4,4.0,closed
TCK-005566,364,04-10-2025, Feature Request ,MEDIUM,13.3,2.0,Closed 
TCK-005567,1408,2025-04-12,Performance , High ,5.8,5.0, Closed
TCK-005568,1070,24 Jan 2025, Feature Request ,LOW,21.0,2.0,Open 
TCK-005569,750,26/12/2025,Account , Medium,5.1,2.0, Pending
TCK-005570,1169,23-09-2025,SECURITY, High,18.1,4.0,Pending 
TCK-005571,911,29 Jul 2025,ACCOUNT, Critical ,9.7,3.0, Closed 
TCK-005572,214,"Oct 19, 2025",security,Critical,6.5,2.0,Open 
TCK-005573,1013,04 Feb 2025,account,LOW,57.2,3.0, Closed 
