subscription_id,user_id,plan,billing_cycle,start_date,end_date,monthly_fee,discount,status
SUB-005757,1135,STARTER,ANNUAL,21/11/2025,,$56,,ACTIVE
SUB-005758,174, Starter ,monthly,28 Jul 2025,,$54, 15% ,Active
SUB-005759,769, Professional,QUARTERLY,19-12-2025,,165.96,0%, Active 
SUB-005760,698,Professional, Monthly ,25-04-2025,,$155.60, 0% ,ACTIVE
SUB-005761,1003, Business ,Quarterly,03/09/2025,,307.84 USD,15 %, Active 
SUB-005762,362,Professional ,ANNUAL,02-05-2025,,149.23,15.0%,Active 
SUB-005763,847,STARTER,ANNUAL,24-10-2025,2026-10-06,54.12,0 %,CANCELLED
SUB-005764,1496,Free ,Annual ,"Aug 05, 2025",,0.00,10%, Active 
SUB-005765,689,Business ,Annual,12/01/2025,,273.30,0.0%,ACTIVE
SUB-005766,1098, Starter , Quarterly,2025-02-24,,USD 55.71,15 %, Active 
SUB-005767,885,free,Annual,2025-12-18,,USD 0.00,10 %, Active 
SUB-005768,388, Starter ,Quarterly,21/03/2025,,$56,5%,active
SUB-005769,412,Enterprise,Annual,"Jun 01, 2025",,$864.69,20 %, Active 
SUB-005770,721, Business , Quarterly,2025-06-02,,$293.66,5.0%, Active
SUB-005771,1296, Business,Quarterly,"May 17, 2025",,$321, 20% ,active
SUB-005772,61,professional, Quarterly ,2025-10-02,,164.57 USD,20.0%,ACTIVE
SUB-005773,400,Business,QUARTERLY,28/06/2025,"Oct 15, 2025",287.44,5%,cancelled
SUB-005774,17, Starter,Quarterly,"Feb 22, 2025",,53.54, 0% , Active
SUB-005775,937,Starter,Annual ,01/08/2025,12 Jul 2025,$53.95,10 %,Cancelled
SUB-005776,159, Starter,monthly,12/01/2025,05/13/2026,47.15,0 %,CANCELLED
SUB-005777,1098, Starter , Annual ,11-10-2025,12-04-2026,44.61 USD,10%, Cancelled
SUB-005778,1162, Business,annual,28-11-2025,2026-07-15,USD 284.36,20.0%,Paused
SUB-005779,1448,professional,quarterly,03-03-2025,,141.57,10%, Active
SUB-005780,328,BUSINESS,Monthly ,"Jul 04, 2025",,273.98,10%,Active
SUB-005781,1112,Starter,Annual,2025-10-19,04/01/2026,52.99,20.0%,Paused 
SUB-005782,1394, Free, Annual ,22/02/2025,,$0, 0% ,Active 
SUB-005783,1141, Starter ,Monthly,19-04-2025,,USD 54.93,15 %,Active
SUB-005784,1092,Enterprise,quarterly,04/01/2025,01/04/2026,$769.47, 20% ,Expired 
SUB-005785,1290,PROFESSIONAL, Monthly,07 Dec 2025,,$151, 10% , Active 
SUB-005786,425, Professional, Quarterly,"May 29, 2025",,USD 157.90,10.0%,Active
SUB-005787,634,Business ,monthly,23/02/2025,,334.69 USD,5.0%,Active
SUB-005788,443, Business, Monthly ,"Feb 05, 2025",13/12/2025,308.32 USD,5 %, Expired
SUB-005789,355,starter, Quarterly,2025-02-21,,48.68,10 %,ACTIVE
SUB-005790,795,STARTER,QUARTERLY,13/10/2025,,$54.72, 5% ,ACTIVE
SUB-005791,631,Business ,quarterly,11/04/2025,,292.29,20.0%,ACTIVE
SUB-005792,1001,Free, Quarterly,11-10-2025,,$0.00,0%,Active 
SUB-005793,885,ENTERPRISE,Quarterly,2025-07-07,,808.00 USD,15.0%,ACTIVE
SUB-005794,825,Business,MONTHLY,02/06/2025,2026-02-19,USD 327.79,15%,CANCELLED
SUB-005795,630,Starter ,annual,13 Feb 2025,,44.48,0 %, Active 
SUB-005796,1191,Professional, Monthly,09-11-2025,,$156, 20% , Active 
SUB-005797,1039, Enterprise ,Quarterly ,09/11/2025,"Jan 21, 2026",$838,20.0%,Expired
SUB-005798,947,professional,ANNUAL,08-08-2025,"Jun 06, 2026",168.69,5.0%, Cancelled
SUB-005799,563,Professional,Monthly ,22-07-2025,,$144.77, 0% ,Active
SUB-005800,486,Starter , Monthly,2025-11-16,,$47.52, 15% ,Active
SUB-005801,1404,Professional,Quarterly,"Jan 11, 2025",,150.51 USD,15 %,active
SUB-005802,990,enterprise, Annual ,07/29/2025,2025-11-13,USD 790.39,15 %,CANCELLED
SUB-005803,937, Professional ,monthly,16 Oct 2025,,$162,, Active 
SUB-005804,1408,STARTER,Monthly ,07-01-2025,,$51.96,20 %,Active
SUB-005805,1209, Professional,Quarterly,09/05/2025,,162.37,0%,active
SUB-005806,585,starter, Quarterly ,2025-06-13,24 Feb 2026,$54.15,15%,Expired
SUB-005807,953, Professional ,monthly,04-04-2025,,$168.48, 0% ,ACTIVE
SUB-005808,76,Enterprise,Annual,03/12/2025,,$805,20.0%,ACTIVE
SUB-005809,1146,starter,Monthly ,05/05/2025,,$56.16,10 %,ACTIVE
SUB-005810,1478,Starter ,Monthly,2025-08-10,,46.74,20 %,Active 
SUB-005811,185, Enterprise ,Quarterly ,12/12/2025,,861.79 USD,20 %,Active 
SUB-005812,298, Enterprise ,Monthly ,19/07/2025,03/01/2026,$826,20%, Expired
SUB-005813,1304,Business,Monthly,10 Nov 2025,,330.16,5.0%,ACTIVE
SUB-005814,103,professional,Monthly,23 May 2025,"Aug 21, 2025",USD 151.86,0.0%,Cancelled 
SUB-005815,1076,BUSINESS, Monthly,2025-10-28,,USD 327.70, 10% ,ACTIVE
SUB-005816,509, Starter ,MONTHLY,20/03/2025,,55.49 USD, 10% ,ACTIVE
SUB-005817,1451,Starter , Annual ,04 Apr 2025,,$53.07,,ACTIVE
SUB-005818,1483, Business ,ANNUAL,26 Oct 2025,,USD 327.11,20%, Active 
SUB-005819,1108,professional,monthly,27/07/2025,,136.60,15.0%,ACTIVE
SUB-005820,205,Business,MONTHLY,26/08/2025,,284.42,10.0%,ACTIVE
SUB-005821,869, Professional ,Annual,"May 27, 2025",,170.39,10 %,Active
SUB-005822,911,Starter ,Quarterly,2025-07-29,,$53,15 %,Active
SUB-005823,1472,STARTER,Monthly,"Jan 05, 2025",,50.98,5%,active
SUB-005824,1322, Enterprise ,annual,26-03-2025,,$792.40,5%,ACTIVE
SUB-005825,900, Professional,Quarterly ,28 Jul 2025,"Dec 08, 2025",135.75,5%, Paused
SUB-005826,1154,BUSINESS,annual,21/11/2025,2026-06-30,296.69 USD,15.0%, Paused 
SUB-005827,1424,Starter ,Monthly,2025-02-23,,$50.21,5%, Active 
SUB-005828,333, Business ,Annual ,01/05/2025,,284.91 USD,10%,active
SUB-005829,172,Business ,Quarterly,08 Feb 2025,,$282, 20% ,Active
SUB-005830,795, Professional,Quarterly,04 Nov 2025,05/28/2026,$153.04,5%,Cancelled 
SUB-005831,1483, Free,Annual,29-06-2025,,$0,20.0%,Active
SUB-005832,991,Business , Quarterly ,09 Sep 2025,02/14/2026,287.03 USD,15.0%,CANCELLED
SUB-005833,1244,Enterprise , Quarterly,05-12-2025,,836.43 USD,20%, Active
SUB-005834,61,FREE, Quarterly ,"Oct 19, 2025",,0.00,, Active 
SUB-005835,150,starter,ANNUAL,06/28/2025,,$49.90,15 %, Active
SUB-005836,1077,ENTERPRISE, Quarterly,24-04-2025,,890.36,10%,Active 
SUB-005837,1287,business,MONTHLY,2025-03-11,,$338, 5% ,Active
SUB-005838,236,starter, Quarterly,14 May 2025,"Dec 26, 2025",$45, 0% ,paused
SUB-005839,51,Starter ,Annual ,31 Jul 2025,,USD 45.27,20.0%,active
SUB-005840,1319,free, Quarterly ,"May 20, 2025",,0.00 USD, 15% , Active
SUB-005841,1227, Free ,Annual ,16-08-2025,,USD 0.00,0 %,Active 
SUB-005842,192,Starter , Annual,01 Mar 2025,,49.32,0%,active
SUB-005843,1091,Professional, Monthly ,03 Aug 2025,,146.26 USD,0%,Active 
SUB-005844,44,PROFESSIONAL,Quarterly ,10/12/2025,31/01/2026,157.98 USD,20%,Paused 
SUB-005845,1312,Professional , Monthly,2025-01-28,,134.18 USD, 10% , Active
SUB-005846,476,Professional ,Annual,17 Feb 2025,,$170,15 %,active
SUB-005847,905, Starter,Annual ,14-09-2025,,46.94, 15% , Active 
SUB-005848,2,Professional ,Monthly ,03/04/2025,,168.26,0.0%, Active
SUB-005849,14,Professional , Quarterly,11-08-2025,,138.16 USD,20.0%,ACTIVE
SUB-005850,215,Business , Annual ,24-12-2025,"Sep 16, 2026",$286.90,,paused
SUB-005851,1079,Professional ,Annual ,16-12-2025,,142.85,10.0%, Active 
SUB-005852,608, Starter ,ANNUAL,03-07-2025,,$56.30,0 %, Active
SUB-005853,349,professional,QUARTERLY,25-08-2025,10-07-2026,134.27, 20% ,EXPIRED
SUB-005854,136,Starter,QUARTERLY,07/11/2025,,$51.94, 5% ,active
SUB-005855,325, Starter ,annual,2025-05-02,,54.75,10 %,ACTIVE
SUB-005856,539, Professional, Monthly,2025-12-09,,$159,0%, Active
SUB-005857,583, Starter, Monthly ,09/20/2025,04 Sep 2026,48.54,15 %, Expired 
SUB-005858,972,STARTER, Quarterly ,2025-12-02,,$56,5 %, Active 
SUB-005859,719,PROFESSIONAL, Monthly,05/07/2025,01 Oct 2025,USD 167.38, 20% ,Cancelled
SUB-005860,100, Starter , Monthly,2025-10-04,07/11/2025,$49.42,0 %, Expired 
SUB-005861,1457,Professional , Quarterly,2025-05-03,10/21/2025,USD 155.46,5 %,CANCELLED
SUB-005862,1117,Professional, Quarterly ,11/05/2025,"May 03, 2026",170.14,5.0%,Paused 
SUB-005863,1455, Starter,Monthly,01/09/2025,,USD 56.14,20.0%,Active
SUB-005864,180, Starter ,Monthly,17-09-2025,,USD 49.61,15%, Active
SUB-005865,1081, Starter,ANNUAL,11 Feb 2025,,54.48,15 %,Active
SUB-005866,703, Business ,Quarterly,"Mar 28, 2025",,$291.67,0%,Active
SUB-005867,129,Professional,Monthly,2025-08-03,"Dec 05, 2025",$148,15%, Paused
SUB-005868,1098,PROFESSIONAL,monthly,07/11/2025,,140.24 USD,0 %, Active 
SUB-005869,1307,BUSINESS,MONTHLY,2025-12-27,,USD 284.74,,Active
SUB-005870,1441,professional,annual,2025-05-31,02/05/2026,$158.57,10.0%,Expired 
SUB-005871,1317,BUSINESS, Monthly ,14/01/2025,,307.28,15.0%,active
SUB-005872,749, Professional , Monthly,2025-11-26,,$142.71, 5% , Active
SUB-005873,984,starter,Monthly,11/24/2025,,USD 49.04, 15% , Active 
SUB-005874,1155, Professional, Annual ,2025-12-02,,148.00,10.0%, Active
SUB-005875,1493, Free , Annual ,14-06-2025,,$0,5%,ACTIVE
SUB-005876,1371,STARTER,QUARTERLY,18-06-2025,2026-06-08,$54.56, 0% , Cancelled 
SUB-005877,34,BUSINESS,Quarterly ,2025-04-08,,$298.10,15.0%,Active 
SUB-005878,1282,Professional ,monthly,"Apr 28, 2025",,168.14, 20% , Active
SUB-005879,74,Free , Monthly ,19 Feb 2025,,USD 0.00, 20% ,Active 
SUB-005880,609,ENTERPRISE,quarterly,21-12-2025,,$852.51, 5% ,active
SUB-005881,59,Business ,QUARTERLY,03 Jul 2025,,USD 341.36, 20% ,ACTIVE
SUB-005882,8,Professional ,monthly,27 Oct 2025,,USD 148.64,,Active
SUB-005883,1321,Starter,Quarterly ,24/10/2025,"Feb 27, 2026",USD 52.43,15 %, Cancelled
SUB-005884,281,professional,Quarterly ,28 Feb 2025,"Jul 25, 2025",145.12,20.0%,PAUSED
SUB-005885,1201,Enterprise , Monthly ,02-04-2025,03/03/2026,$772,5.0%,EXPIRED
SUB-005886,604,STARTER,ANNUAL,11/28/2025,,51.13,15.0%,Active 
SUB-005887,1120,Business,Monthly ,2025-05-04,,342.30,10%,Active 
SUB-005888,1422, Professional, Quarterly,"Jun 06, 2025",17/09/2025,$151,20.0%, Paused
SUB-005889,723, Professional,Annual ,"Aug 20, 2025",,$169.03,0%,ACTIVE
SUB-005890,250,Professional ,Monthly ,07/06/2025,,168.16 USD,5 %, Active 
SUB-005891,1381, Starter,quarterly,16 Sep 2025,,47.21,5.0%,Active 
SUB-005892,679,Business,Annual,28 May 2025,04/01/2026,299.14,,EXPIRED
SUB-005893,1082,Business,MONTHLY,2025-09-30,26 Jul 2026,317.19, 20% ,EXPIRED
SUB-005894,198,Starter , Monthly ,31-05-2025,,USD 50.45,0%,Active
SUB-005895,1339, Free ,monthly,01 Jan 2025,24-07-2025,0.00,5%, Expired
SUB-005896,1301,STARTER,Quarterly ,24-04-2025,,USD 56.27,20.0%, Active
SUB-005897,77, Business , Monthly ,17 Mar 2025,,325.36, 10% , Active 
SUB-005898,1115, Starter ,Annual,06-02-2025,,USD 49.46,15.0%, Active
SUB-005899,64, Free,annual,2025-03-01,,0.00,20.0%, Active 
SUB-005900,1109,Starter ,Monthly ,08/11/2025,,45.17,15 %,Active 
SUB-005901,590,professional,Monthly,20-08-2025,,152.55 USD, 5% , Active 
SUB-005902,1134,Free , Monthly ,08/22/2025,,0.00,10.0%,active
SUB-005903,1030,enterprise,Annual,05/16/2025,2025-11-10,898.20 USD, 5% ,Paused
SUB-005904,1195, Business , Quarterly ,01/22/2025,,294.32,5%,active
SUB-005905,926,Business ,quarterly,01/07/2025,,USD 308.82,15.0%, Active
SUB-005906,140,Professional , Monthly ,07/07/2025,30 Apr 2026,160.08 USD,0 %,Expired
SUB-005907,113,Starter ,Monthly ,"Aug 08, 2025",26/12/2025,48.27 USD,0.0%,cancelled
SUB-005908,1202,PROFESSIONAL,ANNUAL,2025-08-16,10/08/2026,136.52 USD,10 %, Expired
SUB-005909,1334,Professional, Monthly,19 Aug 2025,25-04-2026,152.93, 15% , Expired 
SUB-005910,1371,Starter,monthly,21 Aug 2025,,51.47,15.0%, Active 
SUB-005911,481,Enterprise ,MONTHLY,2025-03-31,,$720.27,20 %, Active 
SUB-005912,1388,Enterprise,Monthly,27 Jun 2025,,738.19 USD,5 %,active
SUB-005913,724, Business, Quarterly ,20-09-2025,05/10/2026,284.59, 10% ,PAUSED
SUB-005914,50,professional,QUARTERLY,03/12/2025,,147.06, 10% ,Active 
SUB-005915,289,Professional,ANNUAL,01/05/2025,"Mar 08, 2025",154.25,10 %, Paused 
SUB-005916,766,business,MONTHLY,18/12/2025,,291.06, 10% , Active 
SUB-005917,313, Enterprise ,annual,15-10-2025,,$774.27,5.0%,Active 
SUB-005918,983, Professional,Annual ,29-05-2025,10 Dec 2025,USD 166.48,0 %, Cancelled 
SUB-005919,405,Enterprise ,Quarterly ,25-03-2025,,748.07,20%,Active
SUB-005920,107,professional,Annual ,17-08-2025,05-10-2025,USD 152.56, 5% ,expired
SUB-005921,747,Enterprise ,ANNUAL,12-10-2025,,$909,20%, Active 
SUB-005922,908,starter, Quarterly ,24/09/2025,,$52, 20% ,ACTIVE
SUB-005923,248,PROFESSIONAL, Monthly,15-01-2025,19-06-2025,160.82 USD,20%,Cancelled 
SUB-005924,1108,enterprise, Quarterly ,05-10-2025,21/12/2025,805.24, 20% , Cancelled
SUB-005925,29,free, Monthly ,2025-02-15,,USD 0.00,15%,Active
SUB-005926,1044, Starter ,quarterly,"Jun 24, 2025",,USD 52.02,20.0%,Active 
SUB-005927,208, Business, Quarterly,10-01-2025,,$316,10 %,ACTIVE
SUB-005928,1123,Starter,MONTHLY,06/19/2025,,45.45 USD,0 %, Active 
SUB-005929,210,Professional,monthly,"Jan 05, 2025",,151.32, 0% ,Active
SUB-005930,1156,starter,ANNUAL,02 Jan 2025,10/05/2025,USD 55.31,0 %,Cancelled
SUB-005931,980,Professional,Monthly,28-02-2025,,141.74 USD, 10% ,Active 
SUB-005932,701, Starter,quarterly,"Jul 04, 2025",,USD 49.75,20%,Active 
SUB-005933,1223,BUSINESS, Monthly,2025-09-11,,303.57,, Active
SUB-005934,1372, Starter ,Monthly,06/06/2025,,54.03,0%, Active 
SUB-005935,490, Professional,Quarterly,27 Jul 2025,,USD 164.82,15%,ACTIVE
SUB-005936,287,BUSINESS,monthly,04/08/2025,10/31/2025,325.86,15 %,Cancelled 
SUB-005937,1401, Free,QUARTERLY,"Mar 30, 2025",,0.00,0.0%,ACTIVE
SUB-005938,1054,ENTERPRISE, Monthly,"Oct 20, 2025",,$733.49,20 %, Active
SUB-005939,662,Professional,monthly,26/05/2025,,USD 147.12,10.0%,Active
SUB-005940,306,STARTER,annual,26-11-2025,02/21/2026,52.43 USD, 20% ,Expired 
SUB-005941,1156, Starter ,Annual ,14/07/2025,,52.71,10.0%, Active
SUB-005942,1438,starter,Quarterly ,28 Feb 2025,,55.92,20.0%,ACTIVE
SUB-005943,245,Professional,Quarterly,10-01-2025,,$151.00,20 %, Active
SUB-005944,27,Business,Annual ,11/09/2025,"Feb 25, 2026",316.37 USD,5.0%, Paused 
SUB-005945,108,Free ,ANNUAL,04/04/2025,,$0,5.0%,ACTIVE
SUB-005946,1012,Free ,monthly,07/24/2025,26-09-2025,$0.00, 5% , Cancelled
SUB-005947,1006,starter,Monthly ,03-09-2025,,$50,15 %, Active 
SUB-005948,1218,free,Quarterly ,01 Mar 2025,21-08-2025,$0,20.0%,expired
SUB-005949,1198,Professional ,MONTHLY,17-04-2025,,$169.52,0 %,Active 
SUB-005950,426, Free,ANNUAL,04/10/2025,,$0.00, 10% ,Active 
SUB-005951,1218,Professional ,annual,18 Dec 2025,,$171,10 %,ACTIVE
SUB-005952,1319, Professional ,monthly,17 Dec 2025,"Oct 22, 2026",$154.30,0.0%,Cancelled
SUB-005953,669,business, Monthly ,23-11-2025,2026-09-22,USD 287.22,0 %, Paused 
SUB-005954,379,Starter,Quarterly,2025-10-29,,$46,5.0%,Active
SUB-005955,604,professional, Monthly,28/07/2025,,$139, 5% , Active
SUB-005956,1315, Free,Quarterly,"Oct 06, 2025",01-06-2026,0.00,, Cancelled 
SUB-005957,887, Professional,Annual ,"Jan 05, 2025",,$134.92,15.0%,active
SUB-005958,1316, Professional, Annual,18-04-2025,,150.68 USD,20%,Active 
SUB-005959,140, Starter ,Quarterly ,04 Feb 2025,2025-06-21,USD 56.21,20 %,EXPIRED
SUB-005960,1368, Business ,Quarterly ,20/04/2025,12/06/2025,USD 319.19,10%, Cancelled 
SUB-005961,562,Professional ,annual,12/19/2025,"Mar 07, 2026",USD 162.40,0%, Cancelled
SUB-005962,573,enterprise, Annual ,01/04/2025,,742.87,20 %, Active
SUB-005963,302,Free,Annual,12/16/2025,,USD 0.00,20 %,active
SUB-005964,567,Business,Monthly ,"Aug 28, 2025",,290.50,5%,Active 
SUB-005965,53, Professional ,Quarterly ,"Feb 08, 2025",,$167,10 %,active
SUB-005966,261, Free,QUARTERLY,02/10/2025,06 Mar 2026,$0, 15% ,Paused
SUB-005967,763, Starter ,Quarterly,29/10/2025,,$50,5%,Active
SUB-005968,808, Business,QUARTERLY,08-07-2025,11-09-2025,313.06 USD,10.0%, Expired 
SUB-005969,577,STARTER, Annual,"Aug 09, 2025",,$50, 15% , Active 
SUB-005970,884,Enterprise,ANNUAL,04-01-2025,,$885,10%, Active 
SUB-005971,210,Starter,Monthly ,18-08-2025,2026-03-14,46.94 USD,15%, Cancelled
SUB-005972,741, Business ,Annual ,25 Jun 2025,,297.31,5.0%,active
SUB-005973,355, Professional , Monthly,08-11-2025,,163.61 USD, 10% ,active
SUB-005974,508,professional,Quarterly,05-02-2025,,$153.77,15.0%, Active
SUB-005975,1465, Business,Annual,"Aug 28, 2025",,$299,0 %,Active 
SUB-005976,1491, Free, Annual,11 Feb 2025,,$0,0.0%,ACTIVE
SUB-005977,1331,FREE,quarterly,24-06-2025,,0.00,5.0%,Active
SUB-005978,1311,Professional, Annual,01 Jun 2025,,$170.31,15.0%, Active
SUB-005979,703, Business, Quarterly ,2025-06-06,,315.47,15.0%, Active
SUB-005980,567,ENTERPRISE,Annual ,2025-04-29,"Jan 20, 2026",$890,0 %, Expired 
SUB-005981,27,Free ,monthly,"Jul 08, 2025",,$0.00,20 %,Active
SUB-005982,343,Business,Monthly,01/05/2025,,286.42 USD,0%,Active
SUB-005983,459,professional,monthly,"Jul 30, 2025",,$135,20.0%, Active
SUB-005984,4,business,annual,16/11/2025,"Jul 18, 2026",317.94 USD,5.0%, Expired 
SUB-005985,107, Enterprise ,MONTHLY,20/03/2025,2026-01-21,817.60 USD, 5% ,Expired
SUB-005986,84,PROFESSIONAL, Monthly ,"Mar 08, 2025",,163.23,15%,Active
SUB-005987,822,STARTER, Annual,17 Dec 2025,,52.61,, Active 
SUB-005988,348, Professional ,Annual ,"Mar 31, 2025",,$170.90, 20% ,ACTIVE
SUB-005989,96, Professional, Annual ,"Apr 06, 2025",,153.11 USD,5 %,Active 
SUB-005990,339,business,Annual ,"Sep 09, 2025",,301.03 USD,10 %,ACTIVE
SUB-005991,648, Starter,Quarterly ,01/27/2025,,$48,5%,Active 
SUB-005992,705,PROFESSIONAL,Monthly ,15/03/2025,,$151.86,15.0%,ACTIVE
SUB-005993,1062, Starter, Annual ,04/01/2025,05/26/2025,54.79,20 %,paused
SUB-005994,540,professional,annual,18-06-2025,,135.68,5%, Active
SUB-005995,376,Business,Monthly ,25 Apr 2025,,342.20,20.0%, Active 
SUB-005996,394,enterprise,Annual,05/15/2025,,917.51,10.0%,ACTIVE
SUB-005997,299,professional,Monthly ,01 Jul 2025,,$156,15%, Active 
SUB-005998,925, Business, Annual ,28-02-2025,,293.88 USD, 20% ,ACTIVE
SUB-005999,1470, Free , Monthly,12-03-2025,,$0,5 %,Active 
SUB-006000,737, Starter ,quarterly,01-01-2025,14/02/2025,USD 47.49,15%, Expired 
SUB-006001,477,professional,Monthly ,2025-01-31,,$135.97,0%,Active
SUB-006002,1146,Free,annual,"Mar 30, 2025","Jun 25, 2025",0.00,5%,EXPIRED
SUB-006003,235, Business,MONTHLY,08/27/2025,,$273.38,, Active
SUB-006004,361,BUSINESS,monthly,"Nov 01, 2025",,322.81,10%,Active 
SUB-006005,980, Enterprise , Monthly ,2025-06-12,10/09/2025,$793,5.0%,cancelled
SUB-006006,1452,PROFESSIONAL,QUARTERLY,02/02/2025,"Nov 05, 2025",141.53,20.0%,cancelled
SUB-006007,544, Business,quarterly,"Jul 20, 2025",,309.83, 10% ,active
SUB-006008,377,business,Annual,2025-01-12,,$341.89,10 %, Active 
SUB-006009,125,Professional,ANNUAL,14 Jan 2025,11/01/2026,$159.99,15.0%,CANCELLED
SUB-006010,224, Enterprise ,Annual,04/21/2025,02/02/2026,817.33 USD,0.0%,paused
SUB-006011,717,Professional,monthly,07/02/2025,,163.04 USD,20%,ACTIVE
SUB-006012,172,Professional,QUARTERLY,04/05/2025,,161.57,20%, Active 
SUB-006013,708, Professional,Quarterly ,09/11/2025,,USD 167.32,15%,Active 
SUB-006014,210, Professional ,annual,12-10-2025,,141.72 USD, 0% ,active
SUB-006015,1297, Starter ,Monthly ,10/22/2025,,$55,5.0%,active
SUB-006016,1214, Professional ,QUARTERLY,05/17/2025,04 Dec 2025,145.31,0.0%, Cancelled 
SUB-006017,287, Free ,monthly,16-08-2025,,$0,15 %,Active
SUB-006018,88, Professional , Quarterly,02-06-2025,"Jul 21, 2025",$145,15 %, Expired 
SUB-006019,323, Professional ,Quarterly ,30 May 2025,,$169, 5% ,active
SUB-006020,656, Business , Annual,20 Sep 2025,,341.14 USD, 20% ,active
SUB-006021,727, Enterprise ,Quarterly,10/13/2025,,748.16 USD, 5% ,active
SUB-006022,133,Enterprise,MONTHLY,07 Feb 2025,,$914, 5% , Active 
SUB-006023,991,Enterprise ,monthly,19 Aug 2025,,736.22,0.0%,Active
SUB-006024,1204, Enterprise,annual,07-05-2025,,USD 762.76, 10% ,ACTIVE
SUB-006025,382,Starter,Annual,"Dec 03, 2025",,USD 49.54, 15% , Active
SUB-006026,1422, Starter,QUARTERLY,01 Jan 2025,,56.27,0.0%,ACTIVE
SUB-006027,624,Professional,Annual ,07/26/2025,,152.30,10%,Active
SUB-006028,101, Business, Annual ,2025-01-10,02/16/2025,310.24,5 %,Expired
SUB-006029,125,enterprise, Quarterly ,03-10-2025,,$857.81,0.0%,Active
SUB-006030,181,Enterprise,Annual,2025-06-08,,912.52 USD,15 %, Active
SUB-006031,883, Enterprise , Monthly ,11-08-2025,,$876,20%,ACTIVE
SUB-006032,1197, Starter,Annual ,22 Jun 2025,,46.85, 0% , Active 
SUB-006033,1470,professional, Monthly,19 Jun 2025,,145.39,10%,Active 
SUB-006034,63,STARTER,ANNUAL,23/02/2025,,$45.30,15 %,active
SUB-006035,453, Free ,MONTHLY,08 May 2025,,0.00 USD,10%,Active 
SUB-006036,326, Starter ,Monthly ,13 Nov 2025,,$46,20.0%,Active
SUB-006037,180, Starter,Quarterly ,04/12/2025,01/20/2026,47.25,15%, Cancelled 
SUB-006038,308, Starter,annual,04/02/2025,,USD 54.98,0%, Active
SUB-006039,1112,enterprise,quarterly,2025-03-06,2025-04-06,USD 784.37,15.0%, Paused 
SUB-006040,1169,FREE,Annual ,02/28/2025,,USD 0.00,5.0%,Active 
SUB-006041,508,Business,Annual,10/13/2025,,$299,5 %,Active
SUB-006042,176, Starter ,quarterly,12-12-2025,,$45.01,5.0%,ACTIVE
SUB-006043,851, Professional,Monthly,24/12/2025,,147.62 USD,,Active
SUB-006044,1225,enterprise,QUARTERLY,19/06/2025,01-06-2026,USD 800.61,0 %,Expired 
SUB-006045,217,STARTER, Monthly,21 Apr 2025,,$55,15.0%,Active
SUB-006046,1490, Free , Annual,11/08/2025,,USD 0.00, 20% , Active
SUB-006047,921,professional,monthly,30/04/2025,,148.23, 20% ,active
SUB-006048,43,professional, Quarterly ,2025-02-16,,163.26,15%, Active 
SUB-006049,396,Professional, Quarterly,2025-05-26,12 Apr 2026,USD 162.37,10%,Cancelled
SUB-006050,307,Professional,Monthly ,13-06-2025,06/06/2026,163.84 USD,15.0%, Paused 
SUB-006051,825, Business, Quarterly,14/03/2025,,340.39,5 %, Active 
SUB-006052,1232,FREE, Quarterly ,"Jul 03, 2025",,0.00 USD,20%,Active
SUB-006053,444,Business, Quarterly,07/29/2025,,$300,5.0%,Active
SUB-006054,1241,business, Quarterly,"Nov 27, 2025",,$331,0%,Active
SUB-006055,1315,Starter ,Quarterly,15-11-2025,,50.33 USD, 0% ,ACTIVE
SUB-006056,292, Free ,MONTHLY,12-01-2025,2025-09-15,0.00 USD,0 %,EXPIRED
SUB-006057,1472,Starter,Annual,28/05/2025,,47.81,20%,ACTIVE
SUB-006058,1154,STARTER,QUARTERLY,08 Mar 2025,,USD 46.84,5.0%, Active
SUB-006059,204, Professional, Annual,"Oct 12, 2025",,139.50 USD,10.0%,Active 
SUB-006060,873,Starter, Annual,25 Dec 2025,16/12/2026,$46.36,15 %, Expired
SUB-006061,1218,Enterprise,ANNUAL,28/10/2025,2026-10-12,731.72, 10% ,cancelled
SUB-006062,178, Professional,annual,28 Aug 2025,,$167, 0% ,Active 
SUB-006063,103,Professional, Monthly,22/01/2025,,168.78 USD,10 %,active
SUB-006064,669,enterprise, Monthly ,24/10/2025,,$836.31,20 %, Active 
SUB-006065,1052,Business ,Annual,10/26/2025,,USD 331.93,,Active 
SUB-006066,499, Business ,Quarterly ,"Jul 19, 2025",,$282.82,0%,Active 
SUB-006067,241,Professional,Monthly ,"Sep 02, 2025",,USD 167.69, 5% ,Active
SUB-006068,558,PROFESSIONAL,Monthly ,11-11-2025,,$152.96,5 %, Active 
SUB-006069,181,Professional, Annual,07 Sep 2025,,USD 136.60, 10% , Active 
SUB-006070,811, Professional, Quarterly ,"Oct 08, 2025",,$139.36,15%,Active
SUB-006071,1291, Starter ,Annual ,30-09-2025,,$47.88,15%,active
SUB-006072,1276,Starter ,MONTHLY,07-09-2025,,44.63,10 %,Active
SUB-006073,530,Enterprise ,Quarterly ,24/10/2025,04-03-2026,$781, 20% ,Expired 
SUB-006074,190, Starter ,MONTHLY,11 Jul 2025,2026-02-07,USD 44.83,20%,PAUSED
SUB-006075,595,STARTER, Monthly ,08 Jun 2025,,46.99 USD,0%, Active 
SUB-006076,858,Business ,Quarterly ,02/28/2025,,$288.96,, Active
