transaction_id,user_id,transaction_date,transaction_amount,payment_type,transaction_type,currency
Q4-TX-002278,46,22/10/2025,$-110,Bank Transfer , Refund,US Dollar
Q4-TX-002279,1355,03/11/2025,-429.08,PayPal ,REFUND,USD
Q4-TX-002280,54,06-11-2025,$185, Debit Card,Subscription,usd
Q4-TX-002281,1026,07 Dec 2025,35.87, PayPal ,ADD-ON,USD
Q4-TX-002282,1128,"Dec 14, 2025",161.21,bank transfer,UPGRADE,US Dollar
Q4-TX-002283,1255,2025-12-03,USD 230.53,credit card,Upgrade ,usd
Q4-TX-002284,1462,21 Oct 2025,$-259,Credit Card , Refund ,US Dollar
Q4-TX-002285,1471,30-11-2025,254.75,debit card,subscription,usd
Q4-TX-002286,1106,02-11-2025,USD -92.41, Debit Card ,refund,US Dollar
Q4-TX-002287,877,"Oct 09, 2025",USD -145.72,PAYPAL,Refund,USD
Q4-TX-002288,914,09-10-2025,271.25 USD,CREDIT CARD,Subscription ,usd
Q4-TX-002289,532,2025-11-05,134.48,BANK TRANSFER, Add-on,USD
Q4-TX-002290,1343,14/11/2025,$-116.77, Bank Transfer , Refund ,USD
Q4-TX-002291,960,12/03/2025,110.92 USD,DEBIT CARD,ADD-ON,US Dollar
Q4-TX-002292,315,08-10-2025,-71.38 USD,DEBIT CARD,REFUND,usd
Q4-TX-002293,421,09-11-2025,105.30,credit card, Add-on,USD
Q4-TX-002294,306,10/18/2025,291.68,Debit Card,ADD-ON,US Dollar
Q4-TX-002295,877,11/12/2025,$165.78, Debit Card,UPGRADE,US Dollar
Q4-TX-002296,1095,07-11-2025,USD 212.07, Debit Card,SUBSCRIPTION,USD
Q4-TX-002297,940,2025-10-01,-243.94 USD,PayPal , Refund,USD
Q4-TX-002298,295,"Dec 07, 2025",USD 102.74,Credit Card,ADD-ON,USD
Q4-TX-002299,888,"Dec 03, 2025",708.15,Debit Card , Add-on ,US Dollar
Q4-TX-002300,1069,23 Oct 2025,$151.96,PAYPAL,upgrade,usd
Q4-TX-002301,39,10/12/2025,USD 182.82,PAYPAL,SUBSCRIPTION,US Dollar
Q4-TX-002302,447,29/12/2025,USD -126.78,PAYPAL, Refund ,USD
Q4-TX-002303,763,02 Oct 2025,$606.31, Debit Card ,upgrade,US Dollar
Q4-TX-002304,865,22/10/2025,$555.71,Bank Transfer ,Add-on ,usd
Q4-TX-002305,550,2025-10-14,33.20,PAYPAL,UPGRADE,US Dollar
Q4-TX-002306,828,19-10-2025,USD 102.69,DEBIT CARD,Add-on,US Dollar
Q4-TX-002307,1213,"Nov 09, 2025",161.12 USD, Debit Card ,Subscription ,US Dollar
Q4-TX-002308,511,2025-11-03,$373,debit card,add-on,US Dollar
Q4-TX-002309,278,12/30/2025,USD -199.28,PayPal ,refund,US Dollar
Q4-TX-002310,406,12/25/2025,396.97 USD,credit card,Subscription ,USD
Q4-TX-002311,49,"Dec 02, 2025",304.13,Credit Card ,add-on,usd
Q4-TX-002312,1369,"Nov 15, 2025",142.61,PayPal , Add-on ,USD
Q4-TX-002313,1392,10/06/2025,USD 581.00, PayPal, Subscription,US Dollar
Q4-TX-002314,438,2025-12-31,$36, Bank Transfer ,Subscription,US Dollar
Q4-TX-002315,561,11 Oct 2025,-705.82, Debit Card ,Refund,US Dollar
Q4-TX-002316,1091,"Nov 28, 2025",$-30, Credit Card,Refund,usd
Q4-TX-002317,893,"Dec 05, 2025",302.44, Bank Transfer ,ADD-ON,USD
Q4-TX-002318,1193,2025-12-15,282.61,PayPal ,Upgrade,USD
Q4-TX-002319,151,25-12-2025,$102,PAYPAL,SUBSCRIPTION,US Dollar
Q4-TX-002320,835,27/11/2025,USD 228.14,Credit Card,add-on,USD
Q4-TX-002321,1097,10/09/2025,215.66, Debit Card ,ADD-ON,usd
Q4-TX-002322,169,2025-10-28,383.44,Bank Transfer ,subscription,USD
Q4-TX-002323,88,10/27/2025,,PayPal , Add-on ,US Dollar
Q4-TX-002324,1297,"Nov 23, 2025",USD 181.00, Bank Transfer, Upgrade,USD
Q4-TX-002325,317,"Nov 05, 2025",USD 246.00, Bank Transfer,Upgrade ,USD
Q4-TX-002326,693,2025-12-12,$216.28,bank transfer,Upgrade,USD
Q4-TX-002327,323,"Oct 02, 2025",104.32, PayPal , Upgrade ,USD
Q4-TX-002328,1417,"Dec 22, 2025",-286.95 USD, Credit Card , Refund ,usd
Q4-TX-002329,1458,"Oct 30, 2025",USD -741.46, Credit Card ,Refund ,US Dollar
Q4-TX-002330,1248,12/07/2025,USD -217.41, PayPal, Refund ,USD
Q4-TX-002331,991,12/06/2025,-33.63 USD, Bank Transfer, Refund,USD
Q4-TX-002332,656,10/09/2025,$-321.15,BANK TRANSFER,Refund,USD
Q4-TX-002333,150,15/12/2025,USD 176.80, PayPal, Add-on,usd
Q4-TX-002334,316,11/14/2025,429.15 USD,credit card,Add-on ,US Dollar
Q4-TX-002335,1215,10/10/2025,$225, Debit Card,Add-on,usd
Q4-TX-002336,1231,10/09/2025,179.22, Credit Card ,Subscription,US Dollar
Q4-TX-002337,668,16/10/2025,91.65 USD, Bank Transfer ,Add-on ,USD
Q4-TX-002338,1261,"Dec 05, 2025",79.54, PayPal , Subscription,US Dollar
Q4-TX-002339,756,09/10/2025,202.40, PayPal ,SUBSCRIPTION,US Dollar
Q4-TX-002340,1289,18/10/2025,$209.22,PayPal ,Add-on,US Dollar
Q4-TX-002341,1046,2025-10-17,$186,Bank Transfer,Add-on,USD
Q4-TX-002342,1085,20-10-2025,,Credit Card, Subscription,usd
Q4-TX-002343,895,01-12-2025,-67.97,credit card, Refund,USD
Q4-TX-002344,1317,2025-11-21,186.44, Bank Transfer ,Upgrade ,usd
Q4-TX-002345,1267,10/14/2025,454.88 USD,PAYPAL,Add-on ,usd
Q4-TX-002346,495,12/11/2025,$260,PayPal,Upgrade ,usd
Q4-TX-002347,759,10/16/2025,USD -452.43,Debit Card, Refund ,usd
Q4-TX-002348,236,10/18/2025,138.02,PAYPAL,Upgrade ,usd
Q4-TX-002349,913,28-12-2025,227.80,CREDIT CARD,Add-on ,USD
Q4-TX-002350,9,15/11/2025,250.66,credit card,UPGRADE,USD
Q4-TX-002351,1363,2025-11-27,$526,PayPal ,upgrade,usd
Q4-TX-002352,95,13/10/2025,-300.84,Credit Card, Refund ,US Dollar
Q4-TX-002353,412,23/12/2025,635.01 USD,PayPal , Upgrade ,USD
Q4-TX-002354,804,06/10/2025,$296,credit card, Upgrade ,usd
Q4-TX-002355,900015,05/10/2025,$-38.73,BANK TRANSFER, Refund ,usd
Q4-TX-002356,116,11/22/2025,-304.95, Debit Card ,REFUND,US Dollar
Q4-TX-002357,697,"Oct 17, 2025",455.87 USD,PayPal , Upgrade ,US Dollar
Q4-TX-002358,126,02/11/2025,$158.52, Debit Card, Upgrade,usd
Q4-TX-002359,1095,04 Nov 2025,-319.34, Bank Transfer ,refund,US Dollar
Q4-TX-002360,1251,30-12-2025,257.95, PayPal ,Add-on ,USD
Q4-TX-002361,32,2025-11-25,204.20 USD,DEBIT CARD,SUBSCRIPTION,usd
Q4-TX-002362,3,2025-12-06,159.15, PayPal , Upgrade ,USD
Q4-TX-002363,1133,26-12-2025,129.80 USD,Credit Card , Upgrade ,usd
Q4-TX-002364,683,10/17/2025,266.94,DEBIT CARD,upgrade,USD
Q4-TX-002365,874,23-10-2025,147.52,PayPal ,Add-on ,usd
Q4-TX-002366,722,12/29/2025,$-537,CREDIT CARD,refund,USD
Q4-TX-002367,1107,2025-10-28,USD 456.72, Credit Card,subscription,US Dollar
Q4-TX-002368,1019,12/26/2025,$44,PAYPAL,Subscription,usd
Q4-TX-002369,198,08 Dec 2025,137.17, Credit Card,SUBSCRIPTION,usd
Q4-TX-002370,1354,"Nov 20, 2025",167.44,DEBIT CARD, Upgrade,usd
Q4-TX-002371,1133,"Dec 05, 2025",56.63,Bank Transfer , Upgrade,usd
Q4-TX-002372,143,10/28/2025,$202,Credit Card,ADD-ON,USD
Q4-TX-002373,744,19-11-2025,$377.92, Debit Card ,UPGRADE,usd
Q4-TX-002374,778,31/12/2025,264.48 USD,Credit Card , Upgrade ,US Dollar
Q4-TX-002375,235,2025-12-30,87.15 USD,Debit Card , Subscription ,USD
Q4-TX-002376,972,"Nov 25, 2025",$101,debit card,ADD-ON,usd
Q4-TX-002377,63,03 Oct 2025,$-256, Credit Card ,Refund ,usd
Q4-TX-002378,36,11/11/2025,-297.15, PayPal, Refund ,USD
Q4-TX-002379,489,18-11-2025,$-238, Credit Card, Refund,USD
Q4-TX-002380,1155,10/12/2025,-242.84 USD, Credit Card,Refund,usd
Q4-TX-002381,1466,11/13/2025,$365.27,bank transfer,Subscription,USD
Q4-TX-002382,892,10/28/2025,-640.64 USD,Bank Transfer , Refund ,US Dollar
Q4-TX-002383,412,29-10-2025,-238.63,debit card,Refund,usd
Q4-TX-002384,358,06-12-2025,$-236,BANK TRANSFER,Refund,usd
Q4-TX-002385,575,16 Oct 2025,44.48,PAYPAL,Upgrade ,USD
Q4-TX-002386,180,30 Dec 2025,-92.20,credit card,REFUND,US Dollar
Q4-TX-002387,900009,26 Nov 2025,-379.06,Debit Card,refund,US Dollar
Q4-TX-002388,1104,07-10-2025,-296.76,BANK TRANSFER,Refund,usd
Q4-TX-002389,1280,10 Oct 2025,165.35,DEBIT CARD,Upgrade,US Dollar
Q4-TX-002390,1,"Dec 22, 2025",445.20,Debit Card , Subscription,US Dollar
Q4-TX-002391,833,05-10-2025,$91.79,PayPal , Subscription,US Dollar
Q4-TX-002392,710,2025-11-26,172.40,Debit Card ,Add-on ,usd
Q4-TX-002393,1355,"Dec 19, 2025",-192.72, Debit Card, Refund ,usd
Q4-TX-002394,764,"Oct 28, 2025",USD -427.12,PAYPAL,Refund ,US Dollar
Q4-TX-002395,1164,11/28/2025,$-194,Credit Card,Refund,US Dollar
Q4-TX-002396,44,29/12/2025,558.77,Debit Card ,Subscription,usd
Q4-TX-002397,420,03/12/2025,$-320,paypal,Refund,usd
Q4-TX-002398,111,28 Nov 2025,152.13,Bank Transfer,upgrade,USD
Q4-TX-002399,1018,10/31/2025,251.50,paypal, Upgrade ,USD
Q4-TX-002400,199,"Dec 05, 2025",$120,PAYPAL,Upgrade,US Dollar
Q4-TX-002401,1015,24/12/2025,$148, PayPal,Add-on ,usd
Q4-TX-002402,599,30 Nov 2025,$263.66,Bank Transfer , Add-on ,usd
Q4-TX-002403,895,2025-12-16,USD -137.77,Debit Card ,refund,usd
Q4-TX-002404,744,29/10/2025,122.98,Debit Card,Upgrade ,US Dollar
Q4-TX-002405,271,01-10-2025,-503.16,PayPal, Refund ,USD
Q4-TX-002406,692,2025-10-24,637.66,paypal,upgrade,usd
Q4-TX-002407,87,2025-10-18,USD -267.32, Debit Card,Refund ,usd
Q4-TX-002408,785,20-11-2025,USD -182.34,Debit Card ,REFUND,USD
Q4-TX-002409,663,17 Dec 2025,$-115.94,PAYPAL,REFUND,usd
Q4-TX-002410,743,19-12-2025,126.39,paypal, Subscription,usd
Q4-TX-002411,23,01-10-2025,57.96 USD,Bank Transfer,Add-on,USD
Q4-TX-002412,605,2025-10-21,USD 34.63,Debit Card,UPGRADE,USD
Q4-TX-002413,473,10/22/2025,-227.40 USD, Credit Card,refund,usd
Q4-TX-002414,936,12/22/2025,278.92 USD,DEBIT CARD,upgrade,usd
Q4-TX-002415,1354,06 Nov 2025,USD -217.30, Bank Transfer, Refund,usd
Q4-TX-002416,657,24-11-2025,$200.64,bank transfer,Upgrade,USD
Q4-TX-002417,613,11/08/2025,USD 100.60,Bank Transfer,Upgrade ,usd
Q4-TX-002418,1334,2025-12-30,268.68 USD, Debit Card ,UPGRADE,USD
Q4-TX-002419,1061,11 Oct 2025,189.62,Bank Transfer , Upgrade ,usd
Q4-TX-002420,385,12/23/2025,110.37 USD, Credit Card ,Add-on ,US Dollar
Q4-TX-002421,575,"Nov 15, 2025",101.26,credit card,ADD-ON,usd
Q4-TX-002422,775,05 Oct 2025,$442,paypal, Add-on ,usd
Q4-TX-002423,815,14 Oct 2025,-195.07 USD,BANK TRANSFER,Refund,usd
Q4-TX-002424,1141,11/03/2025,$254.36, Bank Transfer, Upgrade,US Dollar
Q4-TX-002425,1499,17 Nov 2025,-214.81 USD,paypal, Refund ,USD
Q4-TX-002426,1065,2025-10-30,USD -86.47, Credit Card, Refund ,usd
Q4-TX-002427,900000,2025-11-08,$450,debit card, Add-on ,USD
Q4-TX-002428,903,08/12/2025,288.13, Credit Card ,upgrade,USD
Q4-TX-002429,477,"Dec 19, 2025",$168,Credit Card ,Add-on,US Dollar
Q4-TX-002430,1311,"Dec 29, 2025",357.98,Bank Transfer,Upgrade,US Dollar
Q4-TX-002431,608,19/12/2025,78.61,Debit Card,subscription,usd
Q4-TX-002432,1026,09/11/2025,270.32,CREDIT CARD,SUBSCRIPTION,usd
Q4-TX-002433,1161,22/11/2025,$264,PayPal ,Add-on,US Dollar
Q4-TX-002434,402,12/25/2025,324.28,PAYPAL,add-on,US Dollar
Q4-TX-002435,282,2025-12-02,USD 297.73,credit card,SUBSCRIPTION,usd
Q4-TX-002436,481,"Dec 08, 2025",73.05 USD, Credit Card , Subscription,usd
Q4-TX-002437,283,"Dec 07, 2025",USD 32.74,CREDIT CARD, Add-on,USD
Q4-TX-002438,1370,2025-11-15,124.90, Credit Card,ADD-ON,usd
Q4-TX-002439,1049,2025-11-15,USD 163.44,paypal, Subscription,US Dollar
Q4-TX-002440,491,2025-10-30,243.23, Bank Transfer ,Subscription,USD
Q4-TX-002441,1201,19/12/2025,160.61 USD,DEBIT CARD,Add-on ,USD
Q4-TX-002442,109,24/12/2025,421.15,Credit Card ,UPGRADE,USD
Q4-TX-002443,1079,09-11-2025,USD -357.60, Bank Transfer ,REFUND,USD
Q4-TX-002444,759,15-11-2025,183.40,BANK TRANSFER,Subscription ,USD
Q4-TX-002445,814,15/10/2025,489.02, Debit Card,upgrade,USD
Q4-TX-002446,644,27/10/2025,USD -550.38,Credit Card ,refund,US Dollar
Q4-TX-002447,895,16/10/2025,$396,Credit Card ,upgrade,US Dollar
Q4-TX-002448,853,01-11-2025,518.91, Credit Card,Add-on,usd
Q4-TX-002449,193,22-10-2025,USD 190.46,bank transfer,Subscription,US Dollar
Q4-TX-002450,1214,12/10/2025,$97.04, PayPal , Upgrade ,US Dollar
Q4-TX-002451,273,08-10-2025,"$1,103.33",Credit Card, Add-on ,usd
Q4-TX-002452,214,27-11-2025,230.65 USD, Bank Transfer,subscription,USD
Q4-TX-002453,760,30/12/2025,$179.87,BANK TRANSFER,Subscription,US Dollar
Q4-TX-002454,346,12/06/2025,225.77 USD,DEBIT CARD,upgrade,US Dollar
Q4-TX-002455,290,13-11-2025,97.68 USD,BANK TRANSFER, Add-on,USD
Q4-TX-002456,1485,11/29/2025,-282.02,PayPal,Refund ,USD
Q4-TX-002457,311,2025-10-19,-270.62, Debit Card ,refund,US Dollar
Q4-TX-002458,963,13/11/2025,357.58,Bank Transfer,Subscription ,USD
Q4-TX-002459,1388,09-12-2025,691.32 USD, Bank Transfer , Add-on ,US Dollar
Q4-TX-002460,904,2025-12-21,-175.77 USD, Bank Transfer ,Refund,USD
Q4-TX-002461,1396,2025-11-14,$68, Debit Card, Add-on,usd
Q4-TX-002462,510,11/10/2025,156.63,bank transfer,UPGRADE,US Dollar
Q4-TX-002463,232,07-11-2025,USD 265.53,Credit Card ,UPGRADE,USD
Q4-TX-002464,986,29/10/2025,383.44, Debit Card , Add-on ,USD
Q4-TX-002465,1141,10/27/2025,$59.32,CREDIT CARD,SUBSCRIPTION,usd
Q4-TX-002466,213,07/12/2025,-90.71 USD,Bank Transfer, Refund,USD
Q4-TX-002467,385,17 Nov 2025,$-37.39,PayPal,Refund,USD
Q4-TX-002468,1421,2025-11-15,111.18 USD,debit card,SUBSCRIPTION,USD
Q4-TX-002469,337,10/01/2025,69.09, PayPal,SUBSCRIPTION,US Dollar
Q4-TX-002470,458,19 Dec 2025,USD 201.58,Debit Card, Subscription,usd
Q4-TX-002471,350,05/12/2025,$470.74, Credit Card ,add-on,usd
Q4-TX-002472,343,"Oct 29, 2025",425.51, Bank Transfer ,Add-on,usd
Q4-TX-002473,741,16/12/2025,USD 105.73,Credit Card , Subscription,US Dollar
Q4-TX-002474,1412,11-12-2025,$-104.92, Bank Transfer , Refund ,USD
Q4-TX-002475,1123,"Nov 26, 2025",-227.26 USD, Debit Card,refund,US Dollar
Q4-TX-002476,538,"Dec 14, 2025",$-139,PayPal, Refund,usd
Q4-TX-002477,796,2025-12-17,USD 487.29,Credit Card , Add-on ,usd
Q4-TX-002478,520,11-12-2025,331.72 USD,Debit Card , Subscription ,usd
Q4-TX-002479,1443,20/12/2025,USD 108.29, PayPal , Add-on ,US Dollar
Q4-TX-002480,888,10/27/2025,$251, Bank Transfer ,Add-on,US Dollar
Q4-TX-002481,24,06 Nov 2025,115.70, Credit Card, Upgrade ,USD
Q4-TX-002482,890,2025-10-29,-48.83, Credit Card ,refund,US Dollar
Q4-TX-002483,1377,"Dec 25, 2025",USD -311.14,credit card, Refund,USD
Q4-TX-002484,466,23-12-2025,$201.85,BANK TRANSFER,SUBSCRIPTION,USD
Q4-TX-002485,678,23-11-2025,923.89,paypal, Upgrade ,USD
Q4-TX-002486,836,2025-12-09,335.52,bank transfer, Add-on ,usd
Q4-TX-002487,394,2025-11-22,$421, Credit Card ,upgrade,USD
Q4-TX-002488,1379,"Oct 12, 2025",$69.70,PayPal,SUBSCRIPTION,US Dollar
Q4-TX-002489,1383,07 Dec 2025,USD 53.07,BANK TRANSFER, Subscription ,US Dollar
Q4-TX-002490,714,24-11-2025,USD 528.70,CREDIT CARD, Add-on,usd
Q4-TX-002491,1474,02 Dec 2025,, Bank Transfer ,SUBSCRIPTION,usd
Q4-TX-002492,919,"Dec 27, 2025",77.24,paypal,Subscription ,usd
Q4-TX-002493,181,2025-11-29,219.61,BANK TRANSFER, Subscription ,US Dollar
Q4-TX-002494,1478,2025-10-22,$-74, PayPal, Refund,US Dollar
Q4-TX-002495,1452,09-12-2025,278.11 USD,paypal,UPGRADE,USD
Q4-TX-002496,1244,21-12-2025,$465.11,Debit Card,Add-on,US Dollar
Q4-TX-002497,553,10/22/2025,177.24 USD, Debit Card,Subscription ,usd
Q4-TX-002498,564,12/10/2025,164.81, Debit Card ,Upgrade ,USD
Q4-TX-002499,73,"Oct 08, 2025",286.15 USD,BANK TRANSFER, Subscription,USD
Q4-TX-002500,978,22-10-2025,-418.10, PayPal,Refund ,usd
Q4-TX-002501,1485,12/18/2025,44.10, Debit Card , Add-on ,USD
Q4-TX-002502,1192,2025-12-15,606.19, Credit Card, Add-on ,usd
Q4-TX-002503,555,11-11-2025,379.46 USD,Bank Transfer , Upgrade,usd
Q4-TX-002504,777,11 Oct 2025,$324, Debit Card ,SUBSCRIPTION,usd
Q4-TX-002505,1153,12/19/2025,-249.18 USD, PayPal,Refund,US Dollar
Q4-TX-002506,710,22-12-2025,337.59, Debit Card ,SUBSCRIPTION,usd
Q4-TX-002507,198,2025-11-21,USD -116.59,paypal,REFUND,usd
Q4-TX-002508,716,12/26/2025,225.06,PayPal,UPGRADE,USD
Q4-TX-002509,435,2025-12-09,134.22,debit card,Subscription ,USD
Q4-TX-002510,214,2025-11-10,$-182.00,BANK TRANSFER,refund,usd
Q4-TX-002511,169,16/10/2025,216.88,CREDIT CARD, Subscription,USD
Q4-TX-002512,1065,10/13/2025,278.48, PayPal, Subscription,US Dollar
Q4-TX-002513,619,07-12-2025,-149.49,PayPal ,Refund ,US Dollar
Q4-TX-002514,300,08/12/2025,$86, PayPal ,Subscription,USD
Q4-TX-002515,639,10/17/2025,-346.45 USD,Credit Card ,Refund,USD
Q4-TX-002516,981,07/11/2025,USD -119.38,PayPal ,Refund,USD
Q4-TX-002517,1490,31 Dec 2025,455.33,CREDIT CARD,ADD-ON,USD
Q4-TX-002518,580,2025-11-27,$106,debit card,Add-on,USD
Q4-TX-002519,600,06-11-2025,USD -174.26, Debit Card ,refund,US Dollar
Q4-TX-002520,366,17 Dec 2025,344.14 USD,Debit Card ,Subscription,usd
Q4-TX-002521,60,2025-12-06,$91.16,Debit Card ,Upgrade,USD
Q4-TX-002522,120,10 Oct 2025,-156.91,BANK TRANSFER,REFUND,usd
Q4-TX-002523,947,2025-11-28,$278.22,credit card,Add-on ,USD
Q4-TX-002524,1481,08-10-2025,USD 274.86, Bank Transfer, Upgrade,usd
Q4-TX-002525,900007,2025-10-01,,PayPal,Refund ,USD
Q4-TX-002526,298,11/24/2025,339.26 USD, Debit Card ,ADD-ON,USD
Q4-TX-002527,136,2025-12-26,$-253.59,BANK TRANSFER,Refund,US Dollar
Q4-TX-002528,1340,12/17/2025,223.18,Credit Card,Subscription,US Dollar
Q4-TX-002529,115,11/24/2025,$466,Bank Transfer ,UPGRADE,US Dollar
Q4-TX-002530,236,12/04/2025,$383.01, Bank Transfer ,Add-on ,US Dollar
Q4-TX-002531,269,"Nov 05, 2025",,CREDIT CARD,refund,USD
Q4-TX-002532,879,27/11/2025,$461.90,Bank Transfer,UPGRADE,US Dollar
Q4-TX-002533,603,12/22/2025,44.42 USD,DEBIT CARD,upgrade,usd
Q4-TX-002534,271,"Dec 18, 2025",$290.59, Credit Card ,ADD-ON,US Dollar
Q4-TX-002535,440,2025-11-17,USD 101.95, Credit Card,Add-on,usd
Q4-TX-002536,893,10/18/2025,$86,DEBIT CARD,Add-on ,usd
Q4-TX-002537,725,2025-10-16,USD -79.59,CREDIT CARD,REFUND,USD
Q4-TX-002538,1419,"Oct 01, 2025",284.42,paypal, Subscription ,US Dollar
Q4-TX-002539,865,"Oct 17, 2025",113.35,Bank Transfer ,subscription,US Dollar
Q4-TX-002540,1451,23-12-2025,USD -197.96,Debit Card , Refund,usd
Q4-TX-002541,1372,2025-10-13,237.07 USD,Bank Transfer, Upgrade ,usd
Q4-TX-002542,600,05/12/2025,$-425,PayPal,Refund ,US Dollar
Q4-TX-002543,1350,17-11-2025,66.29, PayPal ,UPGRADE,usd
Q4-TX-002544,57,2025-11-24,478.89,debit card,UPGRADE,USD
Q4-TX-002545,597,02-11-2025,83.64, Debit Card ,SUBSCRIPTION,US Dollar
Q4-TX-002546,1354,07/11/2025,$79.68,Debit Card , Add-on,USD
Q4-TX-002547,1041,18/10/2025,$244,DEBIT CARD,subscription,USD
Q4-TX-002548,859,02/10/2025,165.69 USD,PAYPAL,subscription,US Dollar
Q4-TX-002549,405,14-11-2025,73.16,bank transfer,Subscription,US Dollar
Q4-TX-002550,178,2025-10-24,$48.42,Credit Card,add-on,usd
Q4-TX-002551,804,10/03/2025,268.23 USD, Credit Card,Upgrade ,USD
Q4-TX-002552,961,04/12/2025,$721.94,Debit Card,Subscription,US Dollar
Q4-TX-002553,29,17/10/2025,USD -232.25,Debit Card ,refund,US Dollar
Q4-TX-002554,406,30-12-2025,USD 143.23,credit card,Add-on ,USD
Q4-TX-002555,1211,02/10/2025,$216.55, Debit Card,Subscription ,usd
Q4-TX-002556,451,19 Oct 2025,57.82,DEBIT CARD,Add-on,US Dollar
Q4-TX-002557,64,12/12/2025,419.53,Credit Card ,Subscription ,USD
Q4-TX-002558,1256,10/24/2025,$216.46,Debit Card,Add-on ,USD
Q4-TX-002559,432,2025-10-28,$110.50,Bank Transfer,Upgrade,usd
Q4-TX-002560,259,24/12/2025,$144.69,debit card,upgrade,US Dollar
Q4-TX-002561,571,2025-12-02,$247,Debit Card , Upgrade ,USD
Q4-TX-002562,1003,12-12-2025,212.53, Bank Transfer,SUBSCRIPTION,usd
Q4-TX-002563,306,"Dec 23, 2025",304.76 USD,paypal,Add-on,US Dollar
Q4-TX-002564,294,10/01/2025,USD 183.04,PAYPAL,Upgrade ,US Dollar
Q4-TX-002565,1256,25 Dec 2025,114.84 USD, Debit Card ,Upgrade ,US Dollar
Q4-TX-002566,938,12/29/2025,$145,Credit Card,Add-on ,US Dollar
Q4-TX-002567,1480,"Nov 27, 2025",USD 363.24, Bank Transfer, Subscription ,US Dollar
Q4-TX-002568,1467,"Oct 15, 2025",$375,Bank Transfer,subscription,usd
Q4-TX-002569,309,30 Oct 2025,271.77 USD,BANK TRANSFER,ADD-ON,USD
Q4-TX-002570,1491,07/12/2025,86.71,CREDIT CARD,upgrade,usd
Q4-TX-002571,574,19-10-2025,USD -303.95,BANK TRANSFER,refund,USD
Q4-TX-002572,1474,11/24/2025,302.41, Bank Transfer,Subscription ,usd
Q4-TX-002573,461,"Oct 23, 2025",304.28,CREDIT CARD,Upgrade,US Dollar
Q4-TX-002574,1092,11/24/2025,$129,PayPal , Subscription,usd
Q4-TX-002575,1167,"Nov 15, 2025",USD 160.06, Credit Card, Subscription ,USD
Q4-TX-002576,1451,28 Oct 2025,$295,CREDIT CARD,Subscription ,US Dollar
Q4-TX-002577,555,15-11-2025,$-114.71, Bank Transfer,refund,USD
Q4-TX-002578,1312,2025-11-09,115.04,Credit Card, Add-on ,US Dollar
Q4-TX-002579,130,"Oct 06, 2025",$-340.67,credit card,REFUND,US Dollar
Q4-TX-002580,1246,06-12-2025,274.92, Bank Transfer ,SUBSCRIPTION,US Dollar
Q4-TX-002581,1084,21 Dec 2025,USD -227.39,Debit Card ,Refund ,USD
Q4-TX-002582,1483,11/12/2025,$157.35, Bank Transfer ,SUBSCRIPTION,USD
Q4-TX-002583,143,08-12-2025,USD 363.78, PayPal,Upgrade ,usd
Q4-TX-002584,338,2025-10-30,$259.22,Credit Card ,ADD-ON,USD
Q4-TX-002585,3,14 Nov 2025,154.95,Debit Card, Upgrade,usd
Q4-TX-002586,767,"Dec 30, 2025",USD 452.91,bank transfer,ADD-ON,USD
Q4-TX-002587,815,"Oct 22, 2025",-422.80, Credit Card,Refund,US Dollar
Q4-TX-002588,1246,2025-12-19,$182,PayPal ,add-on,usd
Q4-TX-002589,1054,"Oct 19, 2025",$-116.02,Credit Card, Refund ,usd
Q4-TX-002590,1180,21-12-2025,-477.59,PayPal,REFUND,usd
Q4-TX-002591,900016,"Oct 30, 2025",188.63 USD, Bank Transfer,subscription,usd
Q4-TX-002592,902,12-10-2025,$218, PayPal ,Add-on ,USD
Q4-TX-002593,180,13/11/2025,$471.31,Debit Card,upgrade,usd
Q4-TX-002594,1375,15-11-2025,$212,PayPal,Add-on,US Dollar
Q4-TX-002595,103,12/02/2025,USD 364.63,Bank Transfer ,ADD-ON,USD
Q4-TX-002596,852,10/29/2025,43.97,BANK TRANSFER,Subscription,US Dollar
Q4-TX-002597,477,01 Dec 2025,$-130.46,paypal, Refund,USD
Q4-TX-002598,162,12 Nov 2025,$105,PayPal ,Add-on ,USD
Q4-TX-002599,1083,2025-12-26,352.07,Credit Card ,add-on,usd
Q4-TX-002600,71,18-11-2025,$-379.46,Debit Card, Refund ,US Dollar
Q4-TX-002601,371,12/15/2025,USD -122.88, PayPal,Refund,US Dollar
Q4-TX-002602,720,11/24/2025,354.69,PayPal , Subscription ,US Dollar
Q4-TX-002603,900,"Oct 16, 2025",286.84 USD,Bank Transfer ,Subscription,USD
Q4-TX-002604,1173,29 Nov 2025,-216.68 USD, Credit Card ,Refund ,usd
Q4-TX-002605,814,10/22/2025,USD 141.79,credit card, Add-on ,USD
Q4-TX-002606,232,14/10/2025,49.02 USD, Credit Card, Add-on,usd
Q4-TX-002607,604,27/11/2025,$788.43,Debit Card ,UPGRADE,US Dollar
Q4-TX-002608,261,05/11/2025,28.82, PayPal ,Subscription ,US Dollar
Q4-TX-002609,98,"Dec 17, 2025",$102.09,debit card,Add-on ,US Dollar
Q4-TX-002610,1414,"Dec 12, 2025",-163.50,PayPal ,refund,US Dollar
Q4-TX-002611,1319,01 Oct 2025,$-661,CREDIT CARD,Refund ,USD
