transaction_id,user_id,transaction_date,amount,payment_method,transaction_type
Q1-TX-001105,829,13 Jan 2025,$591.09,PAYPAL,UPGRADE
Q1-TX-001106,900009,24 Jan 2025,USD 349.02, Bank Transfer ,Add-on 
Q1-TX-001107,146,10/02/2025,183.30 USD,DEBIT CARD,SUBSCRIPTION
Q1-TX-001108,1199,"Mar 04, 2025",19.62,Debit Card,Upgrade 
Q1-TX-001109,1084,02 Mar 2025,67.33,bank transfer,Add-on
Q1-TX-001110,766,23/01/2025,, PayPal, Add-on
Q1-TX-001111,620,"Jan 24, 2025",USD 419.11,Credit Card, Add-on 
Q1-TX-001112,466,30 Mar 2025,$83.42, Debit Card ,SUBSCRIPTION
Q1-TX-001113,60,03/25/2025,$-600.45, Debit Card , Refund
Q1-TX-001114,504,2025-03-11,-130.54,Credit Card ,Refund
Q1-TX-001115,1201,18-02-2025,136.05 USD, PayPal ,Add-on 
Q1-TX-001116,1353,12/01/2025,202.99,debit card, Add-on 
Q1-TX-001117,168,2025-01-27,57.26,bank transfer,ADD-ON
Q1-TX-001118,1494,12-01-2025,508.84, PayPal ,ADD-ON
Q1-TX-001119,443,2025-03-11,$322,paypal, Add-on
Q1-TX-001120,1313,"Feb 18, 2025",125.51 USD, PayPal ,Add-on 
Q1-TX-001121,584,"Jan 15, 2025",176.60 USD,PayPal ,Add-on 
Q1-TX-001122,923,"Feb 14, 2025",$307.71,CREDIT CARD,add-on
Q1-TX-001123,1495,"Jan 27, 2025",-306.32,credit card,refund
Q1-TX-001124,1301,"Jan 23, 2025",167.52 USD, Bank Transfer , Add-on
Q1-TX-001125,126,2025-02-04,-314.91,Debit Card,REFUND
Q1-TX-001126,547,"Jan 12, 2025",$90,Debit Card ,Subscription 
Q1-TX-001127,897,2025-02-21,USD 255.32, Bank Transfer,Add-on 
Q1-TX-001128,372,"Feb 05, 2025",$-426,debit card,Refund
Q1-TX-001129,264,11 Mar 2025,USD 81.60,Credit Card , Subscription
Q1-TX-001130,1291,"Feb 27, 2025",102.29,credit card, Upgrade 
Q1-TX-001131,984,18 Feb 2025,81.75, PayPal,upgrade
Q1-TX-001132,599,2025-01-02,$188,Bank Transfer, Subscription 
Q1-TX-001133,1052,03/05/2025,$159.74, Debit Card, Subscription
Q1-TX-001134,1345,13 Feb 2025,60.54,Credit Card,subscription
Q1-TX-001135,1186,"Mar 04, 2025",$-182,bank transfer,refund
Q1-TX-001136,186,"Mar 22, 2025",-104.76 USD,Credit Card, Refund
Q1-TX-001137,1050,12/03/2025,92.97,Debit Card , Upgrade
Q1-TX-001138,285,31 Mar 2025,$148.88,Debit Card ,SUBSCRIPTION
Q1-TX-001139,34,"Mar 14, 2025",-279.80 USD,PayPal,REFUND
Q1-TX-001140,1383,"Jan 15, 2025",87.34,PayPal , Subscription
Q1-TX-001141,193,30-03-2025,USD 253.82,Bank Transfer,subscription
Q1-TX-001142,378,21 Mar 2025,-90.85 USD,PAYPAL,refund
Q1-TX-001143,654,03/27/2025,42.12 USD,Credit Card, Subscription
Q1-TX-001144,430,17-01-2025,65.92,Debit Card ,Upgrade 
Q1-TX-001145,581,17-03-2025,$132, Bank Transfer, Subscription 
Q1-TX-001146,316,02-02-2025,$99.04,bank transfer,Upgrade
Q1-TX-001147,741,03 Mar 2025,474.26,Credit Card,UPGRADE
Q1-TX-001148,204,13/03/2025,-363.27,credit card, Refund 
Q1-TX-001149,680,18/03/2025,374.38, PayPal,Subscription
Q1-TX-001150,169,26 Feb 2025,-909.66 USD,bank transfer,Refund 
Q1-TX-001151,1163,25-03-2025,USD 171.17,Bank Transfer ,SUBSCRIPTION
Q1-TX-001152,1226,24-03-2025,-707.41 USD,PAYPAL,Refund
Q1-TX-001153,908,11/02/2025,467.26, Bank Transfer,Subscription
Q1-TX-001154,530,2025-01-11,USD -698.49, Debit Card ,REFUND
Q1-TX-001155,244,03/20/2025,96.41,PayPal ,Subscription
Q1-TX-001156,1182,"Jan 16, 2025",180.01, PayPal,ADD-ON
Q1-TX-001157,58,30 Jan 2025,232.60, Credit Card ,Add-on
Q1-TX-001158,1191,03/22/2025,$121.37,Bank Transfer,Upgrade 
Q1-TX-001159,162,2025-02-23,$-437, Credit Card , Refund 
Q1-TX-001160,78,02/25/2025,USD 434.15,PayPal , Add-on 
Q1-TX-001161,712,2025-03-31,218.16,bank transfer,Subscription
Q1-TX-001162,239,09/03/2025,, PayPal , Add-on
Q1-TX-001163,687,19/01/2025,-266.65 USD,DEBIT CARD, Refund
Q1-TX-001164,883,"Feb 07, 2025",328.68,PayPal, Upgrade
Q1-TX-001165,296,02/17/2025,340.40,paypal,ADD-ON
Q1-TX-001166,1454,30 Mar 2025,160.98 USD,Bank Transfer,UPGRADE
Q1-TX-001167,1032,"Mar 28, 2025",$-653.59,debit card,Refund 
Q1-TX-001168,16,2025-02-12,-256.48,PayPal ,Refund 
Q1-TX-001169,36,21 Mar 2025,USD 209.71,Credit Card ,Add-on
Q1-TX-001170,163,2025-03-27,200.67, Credit Card , Add-on 
Q1-TX-001171,174,11 Jan 2025,281.28,Bank Transfer,UPGRADE
Q1-TX-001172,1289,01/15/2025,$176,paypal,Subscription 
Q1-TX-001173,1034,01/19/2025,137.55,Debit Card,add-on
Q1-TX-001174,925,14 Mar 2025,$89.16, Bank Transfer,Subscription
Q1-TX-001175,1045,02/14/2025,USD 16.49,debit card,UPGRADE
Q1-TX-001176,1430,11/02/2025,USD 149.90, Debit Card, Subscription
Q1-TX-001177,106,"Jan 11, 2025",USD 208.94,debit card,SUBSCRIPTION
Q1-TX-001178,666,17/02/2025,$271.48,paypal,Add-on
Q1-TX-001179,830,12 Feb 2025,168.67 USD, Credit Card ,ADD-ON
Q1-TX-001180,1364,2025-03-26,132.64, Bank Transfer , Add-on
Q1-TX-001181,994,06-03-2025,348.36,debit card, Add-on
Q1-TX-001182,590,21/03/2025,USD 238.41, PayPal ,Subscription 
Q1-TX-001183,218,2025-01-19,-237.38, Debit Card, Refund
Q1-TX-001184,1285,"Feb 10, 2025",243.80 USD,Credit Card,Add-on
Q1-TX-001185,340,10/03/2025,597.70,paypal,subscription
Q1-TX-001186,1307,02/19/2025,$331.57,Credit Card , Add-on
Q1-TX-001187,957,11 Feb 2025,228.56,Credit Card , Subscription 
Q1-TX-001188,971,"Mar 27, 2025",303.81, Debit Card, Subscription 
Q1-TX-001189,125,15/01/2025,$294.75,PAYPAL, Upgrade
Q1-TX-001190,176,19/01/2025,339.02, Credit Card,UPGRADE
Q1-TX-001191,1381,2025-03-02,USD 465.39,Bank Transfer , Upgrade
Q1-TX-001192,1388,2025-02-21,USD 67.49, PayPal , Subscription 
Q1-TX-001193,1410,12/01/2025,$290.65, Bank Transfer, Upgrade 
Q1-TX-001194,219,"Jan 12, 2025",,paypal, Add-on
Q1-TX-001195,166,18/01/2025,109.44 USD,debit card,Add-on 
Q1-TX-001196,714,03/20/2025,-210.12, PayPal ,refund
Q1-TX-001197,971,06/03/2025,$58.85,PAYPAL, Add-on
Q1-TX-001198,557,2025-01-28,429.66,paypal,Upgrade 
Q1-TX-001199,1357,16/03/2025,241.25,Bank Transfer ,subscription
Q1-TX-001200,680,2025-02-25,$-211, PayPal,refund
Q1-TX-001201,203,06-01-2025,80.34 USD, Credit Card, Subscription
Q1-TX-001202,30,2025-01-17,$101.66,paypal,Upgrade 
Q1-TX-001203,169,2025-01-29,$482.00,PayPal , Subscription
Q1-TX-001204,315,07 Feb 2025,$-129, Bank Transfer, Refund 
Q1-TX-001205,1342,"Feb 06, 2025",USD -454.62, Bank Transfer, Refund 
Q1-TX-001206,1430,2025-01-10,333.29,PayPal, Upgrade
Q1-TX-001207,372,"Jan 14, 2025",80.29 USD,Bank Transfer , Subscription
Q1-TX-001208,828,23 Mar 2025,USD 105.66, Credit Card, Subscription 
Q1-TX-001209,236,05/02/2025,, Credit Card,Upgrade 
Q1-TX-001210,654,10 Jan 2025,$241,Debit Card ,Upgrade
Q1-TX-001211,1380,2025-03-24,275.65 USD,bank transfer, Subscription
Q1-TX-001212,1308,2025-01-06,-398.86 USD, PayPal,Refund
Q1-TX-001213,1419,2025-03-28,-123.39,PAYPAL,REFUND
Q1-TX-001214,558,2025-03-12,-130.18, Bank Transfer ,Refund 
Q1-TX-001215,129,24/01/2025,USD 242.55,bank transfer,Upgrade 
Q1-TX-001216,471,01/03/2025,$129.78, Debit Card,upgrade
Q1-TX-001217,437,03/01/2025,175.30, Bank Transfer,ADD-ON
Q1-TX-001218,24,18/02/2025,112.95 USD,CREDIT CARD,ADD-ON
Q1-TX-001219,1422,2025-03-24,170.51 USD,credit card,ADD-ON
Q1-TX-001220,683,19 Jan 2025,$178, Bank Transfer,Upgrade
Q1-TX-001221,27,08 Jan 2025,$-263.38,Bank Transfer,refund
Q1-TX-001222,1016,30-01-2025,$-623,credit card,refund
Q1-TX-001223,1175,2025-02-14,$-200.10, Credit Card ,refund
Q1-TX-001224,814,26-01-2025,USD 294.46, Bank Transfer , Subscription 
Q1-TX-001225,809,20/03/2025,$124.12,Debit Card,Subscription 
Q1-TX-001226,921,09 Mar 2025,$-175,Bank Transfer,REFUND
Q1-TX-001227,824,01/26/2025,USD 217.16,BANK TRANSFER, Subscription 
Q1-TX-001228,719,03/05/2025,-576.79, Credit Card , Refund 
Q1-TX-001229,1373,18-02-2025,$383.77,debit card, Subscription 
Q1-TX-001230,836,11-01-2025,426.46 USD,debit card, Add-on
Q1-TX-001231,556,18 Mar 2025,$189,PayPal,ADD-ON
Q1-TX-001232,586,"Jan 07, 2025",-473.19,Credit Card,refund
Q1-TX-001233,552,"Mar 02, 2025",177.42 USD, Debit Card ,SUBSCRIPTION
Q1-TX-001234,966,14-01-2025,USD 622.65,BANK TRANSFER,Subscription 
Q1-TX-001235,252,05/02/2025,185.10, Credit Card,Subscription
Q1-TX-001236,1155,"Feb 28, 2025",$178.12,Credit Card,Add-on
Q1-TX-001237,295,03 Jan 2025,$116, PayPal , Subscription
Q1-TX-001238,716,05 Jan 2025,253.74,PayPal,upgrade
Q1-TX-001239,746,31-03-2025,307.39 USD,CREDIT CARD,upgrade
Q1-TX-001240,109,2025-03-06,141.59,Bank Transfer,add-on
Q1-TX-001241,651,"Jan 09, 2025",,Debit Card,refund
Q1-TX-001242,110,2025-01-06,232.93 USD, PayPal ,add-on
Q1-TX-001243,900018,18 Jan 2025,-429.04 USD,PayPal,Refund 
Q1-TX-001244,786,08-01-2025,USD 326.54,credit card,Add-on 
Q1-TX-001245,153,2025-02-21,136.91,Debit Card , Upgrade
Q1-TX-001246,1428,2025-01-13,-117.75, PayPal, Refund
Q1-TX-001247,161,03/13/2025,308.31, Debit Card, Upgrade 
Q1-TX-001248,900003,2025-02-06,-149.33 USD,Debit Card, Refund 
Q1-TX-001249,222,"Feb 15, 2025",USD -345.95,Debit Card, Refund 
Q1-TX-001250,920,2025-01-31,617.61, Debit Card ,Add-on
Q1-TX-001251,928,"Mar 26, 2025",$399, Debit Card,UPGRADE
Q1-TX-001252,1228,02-02-2025,131.18 USD,Debit Card , Add-on
Q1-TX-001253,831,03/26/2025,USD 155.79,Credit Card, Upgrade
Q1-TX-001254,400,"Mar 19, 2025",$-328.62, Credit Card,Refund 
Q1-TX-001255,1450,"Jan 23, 2025",$530,PAYPAL,Upgrade
Q1-TX-001256,1352,27 Mar 2025,224.90,debit card, Upgrade
Q1-TX-001257,1058,28-01-2025,$129, PayPal,subscription
Q1-TX-001258,30,17 Jan 2025,$577,debit card, Subscription
Q1-TX-001259,355,27 Feb 2025,175.77,bank transfer,ADD-ON
Q1-TX-001260,1056,2025-02-24,210.50,Bank Transfer, Add-on
Q1-TX-001261,1177,17/01/2025,$-283.80, Bank Transfer,Refund 
Q1-TX-001262,477,"Feb 19, 2025",$149,debit card,add-on
Q1-TX-001263,330,06/02/2025,-131.52,DEBIT CARD,REFUND
Q1-TX-001264,337,17/01/2025,-79.52 USD, Credit Card , Refund 
Q1-TX-001265,565,2025-01-25,$84.54,Bank Transfer,subscription
Q1-TX-001266,1083,20-03-2025,$91,PAYPAL,Add-on
Q1-TX-001267,402,08-02-2025,USD 179.47,Bank Transfer,add-on
Q1-TX-001268,900,2025-02-15,185.99 USD,PayPal,upgrade
Q1-TX-001269,461,23-02-2025,538.28 USD,debit card,Subscription 
Q1-TX-001270,1030,03/11/2025,USD 142.31,PAYPAL,Upgrade 
Q1-TX-001271,124,2025-01-11,$86,BANK TRANSFER,Upgrade
Q1-TX-001272,289,29-01-2025,399.03 USD,PayPal ,Add-on 
Q1-TX-001273,36,"Mar 07, 2025",296.87,Credit Card,Subscription
Q1-TX-001274,1491,"Mar 18, 2025",128.58,DEBIT CARD, Subscription
Q1-TX-001275,241,2025-03-18,185.08,credit card,Add-on
Q1-TX-001276,170,2025-03-17,$-51.15, Debit Card ,Refund
Q1-TX-001277,1149,10 Mar 2025,-588.53 USD,paypal,Refund 
Q1-TX-001278,608,12-02-2025,866.43, Bank Transfer, Add-on
Q1-TX-001279,68,03 Mar 2025,USD 479.57,debit card,ADD-ON
Q1-TX-001280,17,"Feb 02, 2025",-180.06,BANK TRANSFER,refund
Q1-TX-001281,107,05-03-2025,633.01,DEBIT CARD,ADD-ON
Q1-TX-001282,101,06-02-2025,$201.53,PayPal,Subscription 
Q1-TX-001283,141,23 Mar 2025,219.18 USD,paypal,Add-on
Q1-TX-001284,1403,31-01-2025,-60.34, PayPal ,Refund 
Q1-TX-001285,1198,08 Feb 2025,$204.02, Bank Transfer,Upgrade
Q1-TX-001286,497,"Jan 19, 2025",$214.69,PAYPAL, Upgrade 
Q1-TX-001287,585,16 Feb 2025,$201.82,DEBIT CARD,subscription
Q1-TX-001288,339,"Feb 07, 2025",795.71 USD, Debit Card, Subscription
Q1-TX-001289,217,28-03-2025,468.90,Bank Transfer,UPGRADE
Q1-TX-001290,542,01/25/2025,-329.84 USD, Credit Card ,Refund 
Q1-TX-001291,531,27/02/2025,180.00 USD,debit card,Add-on 
Q1-TX-001292,1466,02 Jan 2025,$146,Debit Card,SUBSCRIPTION
Q1-TX-001293,725,23/01/2025,USD 246.99,Credit Card,ADD-ON
Q1-TX-001294,88,09-03-2025,$-441, Credit Card , Refund 
Q1-TX-001295,1422,03 Feb 2025,333.38 USD,PayPal ,Subscription 
Q1-TX-001296,1498,"Jan 10, 2025",140.02,CREDIT CARD,SUBSCRIPTION
Q1-TX-001297,709,"Mar 22, 2025",351.39 USD,Bank Transfer,Subscription 
Q1-TX-001298,1072,2025-03-10,65.26, Debit Card ,Subscription 
Q1-TX-001299,1320,02/23/2025,407.63 USD, PayPal , Add-on
Q1-TX-001300,1205,13-01-2025,USD 157.59,bank transfer,add-on
Q1-TX-001301,426,01/25/2025,, Credit Card ,Add-on 
Q1-TX-001302,1320,2025-01-23,, Debit Card , Add-on 
Q1-TX-001303,293,02/02/2025,$341, Bank Transfer ,Subscription 
Q1-TX-001304,1417,31/01/2025,USD 177.64,PayPal, Subscription 
Q1-TX-001305,348,"Feb 08, 2025",-340.29, Bank Transfer ,refund
Q1-TX-001306,389,25 Mar 2025,96.75,debit card,Add-on
Q1-TX-001307,1093,31 Jan 2025,226.81, Credit Card ,Subscription 
Q1-TX-001308,240,06 Jan 2025,-214.84,Credit Card ,Refund 
Q1-TX-001309,767,"Mar 10, 2025",$-145,BANK TRANSFER,Refund
Q1-TX-001310,365,05/03/2025,230.18,PAYPAL,Upgrade
Q1-TX-001311,241,26-01-2025,-152.74, Bank Transfer,REFUND
Q1-TX-001312,419,09 Jan 2025,USD -374.56,bank transfer, Refund
Q1-TX-001313,1321,20 Jan 2025,USD 216.57,Debit Card,Subscription 
Q1-TX-001314,540,"Feb 07, 2025",91.24,PayPal,UPGRADE
Q1-TX-001315,933,09 Mar 2025,USD 382.18,Credit Card ,ADD-ON
Q1-TX-001316,1406,06/02/2025,217.98, Bank Transfer,Subscription 
Q1-TX-001317,433,2025-03-13,$111.14, Bank Transfer ,Add-on
Q1-TX-001318,668,01/03/2025,432.36,paypal,UPGRADE
Q1-TX-001319,1253,09/02/2025,$165, Bank Transfer , Add-on
Q1-TX-001320,1122,18-03-2025,USD -112.33,credit card,Refund 
Q1-TX-001321,114,21/02/2025,125.59, PayPal ,subscription
Q1-TX-001322,756,25-03-2025,122.24 USD, Bank Transfer, Upgrade 
Q1-TX-001323,661,2025-03-05,-156.52, Debit Card , Refund
Q1-TX-001324,498,2025-01-30,361.28,PayPal,Subscription
Q1-TX-001325,1409,02/24/2025,USD 261.04,bank transfer,Upgrade
Q1-TX-001326,138,23 Feb 2025,-407.31,Debit Card,Refund
Q1-TX-001327,117,01 Jan 2025,$224,PayPal ,add-on
Q1-TX-001328,1392,25-02-2025,-115.01,debit card, Refund
Q1-TX-001329,1421,01/05/2025,$33, PayPal , Add-on
Q1-TX-001330,425,01/16/2025,USD 271.84,Bank Transfer ,SUBSCRIPTION
Q1-TX-001331,1024,15-02-2025,USD 299.89,debit card,UPGRADE
Q1-TX-001332,635,2025-01-16,-164.43,Debit Card,REFUND
Q1-TX-001333,1165,2025-03-18,77.07 USD,credit card, Upgrade 
Q1-TX-001334,57,02/14/2025,-146.00 USD,PayPal,Refund 
Q1-TX-001335,862,"Jan 03, 2025",USD 341.33,Credit Card,Add-on 
Q1-TX-001336,667,06-03-2025,,paypal, Refund 
Q1-TX-001337,1202,"Feb 04, 2025",USD 526.96,Bank Transfer, Add-on 
Q1-TX-001338,221,31 Mar 2025,-496.21, Bank Transfer ,refund
Q1-TX-001339,1476,07-02-2025,$-86,PayPal ,Refund 
Q1-TX-001340,310,2025-02-12,$334.73,bank transfer,Subscription 
Q1-TX-001341,568,13/02/2025,-219.15,PAYPAL, Refund 
Q1-TX-001342,240,13/02/2025,-346.11, Debit Card,Refund
Q1-TX-001343,14,2025-02-10,$34.91,PayPal ,Add-on 
Q1-TX-001344,596,01/01/2025,126.06,Credit Card , Subscription 
Q1-TX-001345,734,23/01/2025,$128, Credit Card, Add-on
Q1-TX-001346,324,03/03/2025,141.20 USD,PayPal ,Upgrade
Q1-TX-001347,625,20 Feb 2025,196.04 USD,paypal,Add-on
Q1-TX-001348,357,03 Jan 2025,284.02,credit card,Subscription 
Q1-TX-001349,974,2025-01-29,USD 173.88,Debit Card ,Upgrade
Q1-TX-001350,126,05/01/2025,318.55 USD, Bank Transfer ,upgrade
Q1-TX-001351,199,01-03-2025,539.68, PayPal , Upgrade 
Q1-TX-001352,175,"Jan 19, 2025",$91.72,CREDIT CARD, Add-on
Q1-TX-001353,132,03/28/2025,267.74 USD,PAYPAL,Add-on 
Q1-TX-001354,1485,"Mar 12, 2025",$326.38,PayPal,upgrade
Q1-TX-001355,1084,02-02-2025,$180.31, Credit Card, Upgrade
Q1-TX-001356,225,03/19/2025,$216.59, PayPal,Upgrade 
Q1-TX-001357,1243,02/02/2025,$186,paypal, Subscription
Q1-TX-001358,616,01/22/2025,USD -257.97,PAYPAL,REFUND
Q1-TX-001359,302,"Jan 03, 2025",-207.22, PayPal ,Refund
Q1-TX-001360,844,04/02/2025,-306.71 USD,Credit Card,Refund
Q1-TX-001361,649,2025-01-22,147.89, Bank Transfer , Subscription 
Q1-TX-001362,270,23-03-2025,255.41, Bank Transfer,Add-on
Q1-TX-001363,262,04-01-2025,118.31 USD,Debit Card , Subscription
Q1-TX-001364,248,03-02-2025,405.45, Bank Transfer ,Add-on
Q1-TX-001365,1072,2025-02-17,$529,Debit Card,Subscription
Q1-TX-001366,762,2025-01-29,USD 142.23, Credit Card,subscription
Q1-TX-001367,1176,27-02-2025,1003.17,credit card, Upgrade
Q1-TX-001368,381,31/03/2025,656.46 USD,bank transfer,upgrade
Q1-TX-001369,1422,22/01/2025,$264.48, Debit Card ,Upgrade
Q1-TX-001370,1451,31/03/2025,137.64,PayPal,subscription
Q1-TX-001371,263,26/01/2025,338.94, Bank Transfer ,add-on
Q1-TX-001372,279,23/02/2025,$445, PayPal,Upgrade
Q1-TX-001373,872,03/01/2025,$-378,bank transfer,Refund 
Q1-TX-001374,544,03/03/2025,406.42 USD,Debit Card ,upgrade
Q1-TX-001375,323,07 Feb 2025,$-382, Credit Card,REFUND
Q1-TX-001376,902,20-01-2025,161.43,Debit Card,UPGRADE
Q1-TX-001377,691,30/01/2025,USD -340.29,PAYPAL, Refund
Q1-TX-001378,110,19/03/2025,-417.19 USD, Bank Transfer ,Refund
Q1-TX-001379,881,02/04/2025,188.14,Bank Transfer , Add-on 
Q1-TX-001380,799,09 Feb 2025,,PayPal,Upgrade 
Q1-TX-001381,736,21-03-2025,$70.12, PayPal ,Add-on
Q1-TX-001382,685,03-01-2025,$-125, Credit Card ,Refund 
Q1-TX-001383,869,11-03-2025,USD 249.44, Credit Card,Upgrade
Q1-TX-001384,861,12/01/2025,376.23,PayPal,Upgrade
Q1-TX-001385,730,03 Feb 2025,-370.94 USD,PayPal , Refund
Q1-TX-001386,1143,2025-03-08,98.78,bank transfer,UPGRADE
Q1-TX-001387,1045,27/03/2025,113.25, Credit Card , Add-on
Q1-TX-001388,130,13/03/2025,161.35 USD,Bank Transfer, Upgrade
Q1-TX-001389,228,"Feb 25, 2025",365.11,PAYPAL,Upgrade
Q1-TX-001390,759,25-01-2025,$356.56, Credit Card, Add-on
Q1-TX-001391,597,10/02/2025,30.06 USD,DEBIT CARD, Upgrade
Q1-TX-001392,653,03/21/2025,70.06 USD,Credit Card ,ADD-ON
Q1-TX-001393,854,2025-01-19,USD -290.43,PayPal ,Refund
Q1-TX-001394,838,08/01/2025,270.12,DEBIT CARD, Add-on 
Q1-TX-001395,1098,31/03/2025,$342,PAYPAL,Upgrade 
Q1-TX-001396,1104,03/19/2025,-105.87,BANK TRANSFER,REFUND
Q1-TX-001397,224,01/03/2025,$115, Debit Card ,Add-on 
Q1-TX-001398,1035,2025-01-04,148.01, Credit Card, Add-on
Q1-TX-001399,574,26 Mar 2025,69.81,PayPal ,upgrade
Q1-TX-001400,1137,25/01/2025,$192.26,Bank Transfer ,Subscription
Q1-TX-001401,1117,08 Feb 2025,-81.18,Credit Card , Refund 
Q1-TX-001402,5,"Mar 15, 2025",120.73,PAYPAL, Add-on
Q1-TX-001403,1276,04 Feb 2025,-300.57,Debit Card ,refund
Q1-TX-001404,319,02/23/2025,-221.46,PayPal, Refund 
Q1-TX-001405,1183,2025-02-07,USD 232.97,Debit Card,SUBSCRIPTION
Q1-TX-001406,902,2025-03-03,157.66 USD,PayPal ,UPGRADE
Q1-TX-001407,657,04/02/2025,425.11 USD,debit card,upgrade
Q1-TX-001408,1004,21-03-2025,-167.62, Credit Card,refund
Q1-TX-001409,357,03 Mar 2025,USD 774.53,BANK TRANSFER,UPGRADE
Q1-TX-001410,526,2025-03-15,USD 98.35,BANK TRANSFER,Subscription 
Q1-TX-001411,410,"Feb 21, 2025",$82.26,PayPal , Upgrade
Q1-TX-001412,630,05/03/2025,-182.57, Credit Card ,REFUND
Q1-TX-001413,147,18-02-2025,USD -247.05,Credit Card, Refund
Q1-TX-001414,348,08 Feb 2025,90.13,PAYPAL,add-on
Q1-TX-001415,138,22/03/2025,119.05 USD, Bank Transfer , Subscription 
Q1-TX-001416,1202,01/30/2025,-268.16,BANK TRANSFER,Refund 
Q1-TX-001417,746,2025-02-06,$265.52,Bank Transfer,Add-on
Q1-TX-001418,1418,27-02-2025,-196.52,bank transfer,Refund
Q1-TX-001419,630,"Jan 01, 2025",$234, Bank Transfer ,Upgrade
Q1-TX-001420,262,"Jan 15, 2025",$121, PayPal,ADD-ON
Q1-TX-001421,1141,09 Feb 2025,81.40,Credit Card, Subscription 
Q1-TX-001422,968,11/03/2025,-211.01, Credit Card ,refund
Q1-TX-001423,1416,03 Jan 2025,USD 149.04, Bank Transfer,ADD-ON
Q1-TX-001424,1077,12-03-2025,-596.50, Debit Card,Refund 
Q1-TX-001425,1157,10/02/2025,USD 205.85,PayPal ,Subscription 
Q1-TX-001426,382,25-02-2025,49.72 USD,Credit Card, Upgrade 
Q1-TX-001427,1317,"Jan 21, 2025",$316,PayPal ,Upgrade
Q1-TX-001428,226,31-03-2025,$197, PayPal, Add-on
Q1-TX-001429,10,"Mar 20, 2025",-180.47,paypal,Refund 
Q1-TX-001430,1017,02/15/2025,$-177,Bank Transfer ,refund
Q1-TX-001431,1444,01/16/2025,-254.76 USD,debit card, Refund
Q1-TX-001432,248,13 Jan 2025,USD 141.14,debit card,add-on
Q1-TX-001433,40,01/20/2025,$335, Debit Card,Upgrade 
Q1-TX-001434,428,19-01-2025,USD 336.90,PayPal , Add-on 
Q1-TX-001435,1192,14 Jan 2025,253.89,paypal, Add-on 
Q1-TX-001436,1341,07 Feb 2025,, Credit Card,SUBSCRIPTION
Q1-TX-001437,1325,23-02-2025,$-581.87,PAYPAL, Refund 
Q1-TX-001438,259,01/20/2025,$-83,PayPal , Refund 
Q1-TX-001439,1164,01/24/2025,336.61 USD,paypal, Upgrade 
Q1-TX-001440,159,03/01/2025,507.56 USD, PayPal ,SUBSCRIPTION
Q1-TX-001441,584,"Mar 04, 2025",$136.27,credit card,Subscription
Q1-TX-001442,26,02/17/2025,$47, PayPal, Add-on 
Q1-TX-001443,575,2025-03-20,321.15, Credit Card ,Subscription 
Q1-TX-001444,1422,"Mar 29, 2025",$-107.09, Bank Transfer,refund
Q1-TX-001445,608,2025-03-06,$268.39,BANK TRANSFER,SUBSCRIPTION
Q1-TX-001446,306,24-01-2025,232.76, Bank Transfer,Add-on
Q1-TX-001447,1238,21/02/2025,-513.11,paypal,REFUND
Q1-TX-001448,1079,2025-03-31,$580, Debit Card ,Add-on 
Q1-TX-001449,1,"Feb 22, 2025",602.06, Debit Card,UPGRADE
Q1-TX-001450,1344,11/02/2025,191.77, Debit Card ,SUBSCRIPTION
Q1-TX-001451,468,04/03/2025,$134,Credit Card, Subscription
Q1-TX-001452,333,"Feb 08, 2025",-159.36,Credit Card,Refund
Q1-TX-001453,853,12 Feb 2025,USD 177.18,PAYPAL,Subscription 
Q1-TX-001454,1013,30-03-2025,-106.12,PayPal, Refund
Q1-TX-001455,516,10 Jan 2025,$-240.51,bank transfer, Refund
Q1-TX-001456,69,23 Feb 2025,-215.63,CREDIT CARD,Refund
Q1-TX-001457,183,02/01/2025,USD -181.22,bank transfer,Refund
Q1-TX-001458,641,21-02-2025,$161,PAYPAL, Subscription 
Q1-TX-001459,131,16 Jan 2025,118.53,Bank Transfer,UPGRADE
Q1-TX-001460,1431,"Feb 13, 2025",-304.51,Debit Card,REFUND
Q1-TX-001461,983,23/02/2025,199.50,Debit Card,Subscription
Q1-TX-001462,1324,03/06/2025,58.42 USD,CREDIT CARD,Upgrade
Q1-TX-001463,900008,24/01/2025,694.50 USD,PayPal, Add-on
Q1-TX-001464,1183,03/23/2025,USD 315.09, Credit Card,subscription
Q1-TX-001465,587,02 Mar 2025,324.75,PayPal,SUBSCRIPTION
Q1-TX-001466,86,"Jan 03, 2025",373.58 USD, Credit Card ,Upgrade
Q1-TX-001467,1464,01/17/2025,$295,debit card, Upgrade 
Q1-TX-001468,651,29-03-2025,USD 500.92, Debit Card ,ADD-ON
Q1-TX-001469,1284,03-02-2025,227.83 USD,BANK TRANSFER,Upgrade
Q1-TX-001470,663,26 Mar 2025,221.12 USD, Credit Card ,Upgrade
Q1-TX-001471,1194,16-01-2025,USD -82.70, PayPal, Refund
Q1-TX-001472,8,17 Feb 2025,USD 523.17,Credit Card,ADD-ON
Q1-TX-001473,677,26/01/2025,-119.55,Bank Transfer,Refund 
Q1-TX-001474,649,25/02/2025,$452,Credit Card,Subscription 
Q1-TX-001475,1152,01/01/2025,$301,credit card, Add-on
Q1-TX-001476,857,03/29/2025,356.22, Bank Transfer, Add-on
Q1-TX-001477,407,2025-02-20,USD 288.28,credit card,UPGRADE
