interaction_id,user_id,campaign_id,interaction_date,interaction_type,converted
INT-0014006,263,CMP-0005,2025-05-11, Click , No
INT-0014007,333,CMP-0024,"Jul 13, 2025",Click, No
INT-0014008,688,CMP-0030,30/04/2025,Demo Request,Yes 
INT-0014009,833,CMP-0016,"Oct 24, 2025",Email Open,no
INT-0014010,1368,CMP-0011,03-07-2025,demo request,No 
INT-0014011,454,CMP-0022,22/12/2025,CLICK, Yes
INT-0014012,379,CMP-0030,09/01/2025,Website Visit ,NO
INT-0014013,779,CMP-0016,31 Jan 2025,Demo Request ,No 
INT-0014014,1173,CMP-0030,12-11-2025, Website Visit,No 
INT-0014015,1200,CMP-0006,"Jul 30, 2025",TRIAL SIGNUP, No 
INT-0014016,1051,CMP-0024,"Mar 18, 2025",Impression,no
INT-0014017,223,CMP-0015,10-11-2025, Email Open, Yes
INT-0014018,855,CMP-0029,02/11/2025,click, No 
INT-0014019,1106,CMP-0001,05/07/2025,Impression ,NO
INT-0014020,663,CMP-0026,2025-08-09, Website Visit ,No
INT-0014021,581,CMP-0020,"Oct 19, 2025",Website Visit ,NO
INT-0014022,148,CMP-0030,10-04-2025,Click ,NO
INT-0014023,781,CMP-0008,11/04/2025,Click ,No
INT-0014024,1369,CMP-0027,"Nov 20, 2025",CLICK, No 
INT-0014025,1442,CMP-0002,2025-10-01, Website Visit ,no
INT-0014026,1240,CMP-0021,11/04/2025,Email Open , Yes
INT-0014027,192,CMP-0004,2025-06-12,Website Visit , Yes
INT-0014028,1006,CMP-0021,25/11/2025, Click, No
INT-0014029,825,CMP-0013,2025-05-18,click,No
INT-0014030,134,CMP-0015,"Nov 09, 2025",Trial Signup ,No
INT-0014031,506,CMP-0019,28 Aug 2025,Trial Signup ,No
INT-0014032,422,CMP-0021,15-11-2025,impression, No 
INT-0014033,1120,CMP-0013,01-10-2025, Trial Signup, No 
INT-0014034,790,CMP-0029,23-02-2025, Impression ,no
INT-0014035,613,CMP-0021,10/18/2025,IMPRESSION,NO
INT-0014036,1432,CMP-0017,2025-04-14,Impression ,No
INT-0014037,888,CMP-0029,"Apr 05, 2025",Email Open , No
INT-0014038,8,CMP-0009,"Sep 19, 2025",demo request,No 
INT-0014039,185,CMP-0007,08/19/2025,impression,yes
INT-0014040,669,CMP-0011,03-11-2025, Website Visit ,no
INT-0014041,861,CMP-0025,2025-05-03,DEMO REQUEST,NO
INT-0014042,706,CMP-0022,2025-11-23,trial signup,No 
INT-0014043,923,CMP-0025,01/23/2025, Website Visit,no
INT-0014044,921,CMP-0018,2025-04-29,Website Visit,Yes 
INT-0014045,458,CMP-0009,18-06-2025,Email Open ,No
INT-0014046,222,CMP-0027,21 Nov 2025, Impression ,no
INT-0014047,951,CMP-0003,2025-03-18,Trial Signup ,YES
INT-0014048,181,CMP-0021,2025-12-30,Email Open ,no
INT-0014049,987,CMP-0012,25-02-2025,Click,No
INT-0014050,642,CMP-0029,09/01/2025,Impression ,yes
INT-0014051,1118,CMP-0025,2025-04-23, Email Open ,No
INT-0014052,1054,CMP-0027,06/05/2025, Impression ,No
INT-0014053,769,CMP-0010,09/26/2025,Impression ,no
INT-0014054,1428,CMP-0006,2025-01-10, Website Visit ,No 
INT-0014055,1356,CMP-0015,2025-07-22,Website Visit,No
INT-0014056,535,CMP-0020,04 Feb 2025,WEBSITE VISIT, No 
INT-0014057,534,CMP-0006,"Nov 18, 2025",Impression, No
INT-0014058,1416,CMP-0011,2025-01-22,IMPRESSION,No 
INT-0014059,107,CMP-0021,15 Jun 2025,Trial Signup ,No 
INT-0014060,453,CMP-0028,27-09-2025,Click ,No
INT-0014061,527,CMP-0029,02 Oct 2025,trial signup, No
INT-0014062,1281,CMP-0012,06 Jul 2025,trial signup,NO
INT-0014063,87,CMP-0009,26/09/2025, Website Visit,no
INT-0014064,791,CMP-0003,27 Jul 2025, Demo Request ,No 
INT-0014065,762,CMP-0028,03 Feb 2025,click,no
INT-0014066,718,CMP-0020,"May 30, 2025", Trial Signup ,NO
INT-0014067,120,CMP-0021,23/11/2025, Trial Signup ,No
INT-0014068,1143,CMP-0009,01-03-2025, Trial Signup,yes
INT-0014069,1023,CMP-0001,2025-11-28,email open,No 
INT-0014070,343,CMP-0027,13/11/2025,Impression, No
INT-0014071,1335,CMP-0009,22 Jan 2025,impression, No
INT-0014072,492,CMP-0030,11/13/2025, Demo Request ,no
INT-0014073,1467,CMP-0029,31/12/2025, Demo Request ,No 
INT-0014074,1479,CMP-0025,"Mar 06, 2025", Click , Yes
INT-0014075,757,CMP-0028,27/04/2025,Website Visit ,no
INT-0014076,746,CMP-0023,28/11/2025,TRIAL SIGNUP,No
INT-0014077,1245,CMP-0030,11/06/2025,DEMO REQUEST,No 
INT-0014078,63,CMP-0001,04/15/2025,TRIAL SIGNUP,Yes 
INT-0014079,832,CMP-0005,"Sep 16, 2025",website visit, No 
INT-0014080,54,CMP-0014,31/12/2025, Click, Yes
INT-0014081,268,CMP-0012,06/23/2025, Demo Request , No
INT-0014082,641,CMP-0001,08/19/2025,EMAIL OPEN,No
INT-0014083,53,CMP-0020,11-05-2025, Trial Signup ,no
INT-0014084,1419,CMP-0017,"Jan 30, 2025",Website Visit,No 
INT-0014085,669,CMP-0008,06/20/2025, Impression ,no
INT-0014086,1456,CMP-0018,16 Dec 2025,Click, No 
INT-0014087,1481,CMP-0019,"Mar 06, 2025",Demo Request ,No 
INT-0014088,1280,CMP-0014,30-11-2025,TRIAL SIGNUP, No
INT-0014089,1210,CMP-0008,29-06-2025, Trial Signup ,No
INT-0014090,723,CMP-0016,"Sep 05, 2025",Website Visit,No 
INT-0014091,1489,CMP-0008,10/12/2025, Demo Request ,No
INT-0014092,391,CMP-0017,26/10/2025,click,no
INT-0014093,924,CMP-0027,03/02/2025,Demo Request ,No
INT-0014094,1486,CMP-0029,"Jul 19, 2025", Demo Request ,No 
INT-0014095,437,CMP-0028,02/10/2025,demo request, No 
INT-0014096,973,CMP-0021,03/12/2025,Trial Signup ,No 
INT-0014097,909,,03-08-2025,TRIAL SIGNUP, No 
INT-0014098,153,CMP-0003,22/06/2025,click, No 
INT-0014099,1207,CMP-0005,"Mar 26, 2025",EMAIL OPEN,Yes
INT-0014100,320,CMP-0015,04-09-2025, Website Visit , No
INT-0014101,778,CMP-0007,15 Mar 2025,Impression, No 
INT-0014102,1269,CMP-0026,2025-04-25,Demo Request ,NO
INT-0014103,1421,CMP-0023,2025-10-06, Website Visit ,NO
INT-0014104,439,CMP-0014,07/01/2025,Demo Request,No 
INT-0014105,1451,CMP-9019,04-01-2025,Impression , No
INT-0014106,1154,CMP-0004,06/03/2025, Trial Signup ,no
INT-0014107,1219,CMP-0013,2025-06-26,Trial Signup ,No
INT-0014108,194,CMP-0019,14/08/2025,Trial Signup,no
INT-0014109,1213,CMP-0028,09/11/2025, Email Open , No 
INT-0014110,909,CMP-0026,21 Jan 2025,Impression , No
INT-0014111,789,CMP-0001,2025-06-16,WEBSITE VISIT,No
INT-0014112,1028,CMP-0024,01 Mar 2025,DEMO REQUEST,no
INT-0014113,656,CMP-0015,2025-02-13, Website Visit ,No 
INT-0014114,31,CMP-0001,20-11-2025,email open,NO
INT-0014115,1459,CMP-0028,14 Apr 2025,DEMO REQUEST,Yes
INT-0014116,627,CMP-0020,13/10/2025,WEBSITE VISIT,no
INT-0014117,631,CMP-0005,11/05/2025, Impression, No 
INT-0014118,192,CMP-0020,2025-10-23, Demo Request,NO
INT-0014119,1396,CMP-0023,2025-01-26,WEBSITE VISIT,No 
INT-0014120,619,CMP-0005,"Nov 10, 2025",Click , No 
INT-0014121,91,CMP-0011,09/05/2025,CLICK, No
INT-0014122,1036,CMP-0026,31-03-2025,DEMO REQUEST, No
INT-0014123,241,CMP-0024,30/09/2025, Click , Yes 
INT-0014124,1480,CMP-0002,2025-09-23,DEMO REQUEST, Yes 
INT-0014125,1297,CMP-0011,10/05/2025,CLICK, No
INT-0014126,282,CMP-0003,04-07-2025,Email Open ,no
INT-0014127,665,CMP-0023,10/07/2025, Click, No 
INT-0014128,293,CMP-0027,02/06/2025, Impression,NO
INT-0014129,910,CMP-0015,15 Nov 2025,Trial Signup ,NO
INT-0014130,605,CMP-0009,12/21/2025,TRIAL SIGNUP,No 
INT-0014131,157,CMP-0024,27 May 2025,Demo Request, Yes
INT-0014132,1022,CMP-0021,2025-12-07, Trial Signup , No 
INT-0014133,1317,CMP-0021,11/25/2025,demo request,No
INT-0014134,980,CMP-0001,04 Sep 2025, Website Visit, Yes 
INT-0014135,342,CMP-0025,24/05/2025, Demo Request,yes
INT-0014136,750,CMP-0028,18/08/2025, Trial Signup ,NO
INT-0014137,684,CMP-0007,12 Jul 2025,Impression , No
INT-0014138,1272,CMP-0029,05 Aug 2025, Demo Request , No
INT-0014139,520,CMP-0023,03/23/2025,WEBSITE VISIT,No 
INT-0014140,80,CMP-0003,04/30/2025, Impression ,no
INT-0014141,893,CMP-0022,05/16/2025, Click,NO
INT-0014142,795,CMP-0012,22-02-2025, Website Visit , No
INT-0014143,982,CMP-0007,08-11-2025,DEMO REQUEST,Yes
INT-0014144,288,CMP-0017,10/09/2025,TRIAL SIGNUP, No 
INT-0014145,80,CMP-0028,09 Aug 2025, Website Visit ,NO
INT-0014146,520,CMP-0022,24-08-2025, Website Visit , Yes
INT-0014147,918,CMP-0019,09/10/2025, Trial Signup,No 
INT-0014148,344,CMP-0006,05/07/2025,demo request,NO
INT-0014149,1202,,06/20/2025, Trial Signup,no
INT-0014150,1310,CMP-0012,"Mar 29, 2025",CLICK,no
INT-0014151,1082,CMP-0006,19/10/2025, Demo Request , No
INT-0014152,502,CMP-0030,04 Oct 2025,impression,No 
INT-0014153,1199,CMP-0003,11/03/2025, Website Visit , No
INT-0014154,47,CMP-0024,2025-08-22,impression, Yes
INT-0014155,458,CMP-0012,09/09/2025,click,no
INT-0014156,216,CMP-0004,28/07/2025,WEBSITE VISIT,no
INT-0014157,1435,CMP-0005,27 Jan 2025,Email Open ,No
INT-0014158,241,CMP-0020,2025-08-06,Website Visit,No 
INT-0014159,609,CMP-0025,10/09/2025,Demo Request , No 
INT-0014160,292,CMP-0016,30/11/2025,demo request,no
INT-0014161,795,CMP-0022,04-06-2025, Trial Signup, Yes
INT-0014162,83,CMP-0013,"Dec 08, 2025",trial signup, No 
INT-0014163,677,CMP-0024,"Mar 20, 2025",Impression ,No
INT-0014164,273,CMP-0007,25 May 2025,DEMO REQUEST, No 
INT-0014165,525,CMP-0023,22/03/2025, Demo Request ,no
INT-0014166,1082,CMP-0027,"Feb 04, 2025",Impression ,no
INT-0014167,1105,CMP-0002,10 Jun 2025, Impression,NO
INT-0014168,792,CMP-0001,2025-03-29,Email Open,Yes
INT-0014169,369,CMP-0027,04/27/2025,Demo Request, No 
INT-0014170,333,CMP-0030,13/11/2025, Website Visit, Yes 
INT-0014171,982,CMP-0023,10/01/2025, Email Open ,NO
INT-0014172,784,CMP-0008,2025-12-07, Trial Signup,No 
INT-0014173,395,CMP-0008,2025-08-20,Trial Signup ,no
INT-0014174,575,CMP-0016,23-07-2025,TRIAL SIGNUP,NO
INT-0014175,540,CMP-0004,2025-10-15,DEMO REQUEST,No 
INT-0014176,637,CMP-0011,22/11/2025,Website Visit, Yes 
INT-0014177,214,CMP-0020,13 Aug 2025,Email Open , Yes
INT-0014178,1439,CMP-0006,16/03/2025, Demo Request , No
INT-0014179,422,CMP-0002,05/26/2025,Email Open ,yes
INT-0014180,687,CMP-0004,18/08/2025,demo request, Yes
INT-0014181,168,CMP-0014,02/11/2025,Website Visit ,No
INT-0014182,113,CMP-0009,20/10/2025, Website Visit, No 
INT-0014183,1079,CMP-0030,"Jun 15, 2025",Click, No
INT-0014184,1199,,2025-12-12,Website Visit , Yes
INT-0014185,907,CMP-0010,2025-03-29,Click, No
INT-0014186,1253,CMP-0030,27/07/2025,DEMO REQUEST,NO
INT-0014187,963,CMP-0002,29-11-2025,Trial Signup,No
INT-0014188,1231,CMP-0022,04/24/2025, Demo Request,no
INT-0014189,137,CMP-0017,2025-10-23, Impression,No 
INT-0014190,1308,CMP-0021,"Nov 28, 2025", Demo Request,no
INT-0014191,1261,CMP-0010,2025-02-04, Email Open, Yes 
INT-0014192,528,CMP-0027,13/07/2025,DEMO REQUEST, No
INT-0014193,739,CMP-0014,08 Jun 2025, Website Visit,No 
INT-0014194,860,CMP-0017,04-01-2025,CLICK,NO
INT-0014195,1036,CMP-0013,13-11-2025,Click,No 
INT-0014196,336,CMP-0010,"Dec 20, 2025",website visit, No
INT-0014197,1120,CMP-0010,01/06/2025,Click,NO
INT-0014198,1092,CMP-0005,2025-09-05, Trial Signup , No
INT-0014199,301,CMP-0002,09/09/2025, Email Open ,NO
INT-0014200,852,CMP-0028,01/12/2025, Email Open,No
INT-0014201,210,CMP-0005,09 Apr 2025,Impression ,No
INT-0014202,444,CMP-0016,2025-10-30,impression,No 
INT-0014203,204,CMP-0028,01-01-2025,Click ,No
INT-0014204,1180,CMP-0030,01/07/2025,Website Visit,No
INT-0014205,482,CMP-0001,06/07/2025,DEMO REQUEST,NO
INT-0014206,1416,CMP-0015,12/25/2025, Impression , No
INT-0014207,58,CMP-0007,17 May 2025,email open,Yes 
INT-0014208,1213,CMP-0026,08/01/2025,Email Open,No 
INT-0014209,909,CMP-0004,03/12/2025,IMPRESSION,No 
INT-0014210,1354,CMP-0014,19-08-2025, Impression, No 
INT-0014211,658,CMP-0027,"Jun 26, 2025", Website Visit ,NO
INT-0014212,278,CMP-0027,2025-03-04,Email Open ,no
INT-0014213,59,CMP-0013,09-09-2025,email open, No 
INT-0014214,973,CMP-0020,08-09-2025,Impression , No 
INT-0014215,1467,CMP-0016,08/08/2025,trial signup,No
INT-0014216,833,CMP-0013,08-06-2025, Impression ,NO
INT-0014217,1040,CMP-0018,2025-02-15, Trial Signup, No 
INT-0014218,212,CMP-0008,05/07/2025,Impression,no
INT-0014219,493,CMP-0015,"Jul 17, 2025",DEMO REQUEST,no
INT-0014220,422,CMP-0014,"Jul 11, 2025",impression,No 
INT-0014221,1069,CMP-0011,09/28/2025,CLICK,NO
INT-0014222,746,CMP-0014,22 May 2025,Trial Signup,No 
INT-0014223,588,CMP-0025,2025-01-12,EMAIL OPEN,Yes
INT-0014224,318,CMP-0025,16-12-2025,Click, No 
INT-0014225,999,CMP-0026,12/26/2025,Impression , No
INT-0014226,797,CMP-0008,2025-09-28,DEMO REQUEST,yes
INT-0014227,573,CMP-0008,24 Nov 2025,Demo Request ,NO
INT-0014228,1180,CMP-0025,05/03/2025,email open,No 
INT-0014229,338,CMP-0030,09/08/2025,impression,No
INT-0014230,1483,CMP-0009,04/11/2025,DEMO REQUEST,Yes 
INT-0014231,381,CMP-0024,"Aug 04, 2025",email open,NO
INT-0014232,430,CMP-0002,27/01/2025, Demo Request ,No 
INT-0014233,45,CMP-0022,30-07-2025,Impression,Yes 
INT-0014234,1299,CMP-0028,07/01/2025, Trial Signup ,No
INT-0014235,528,CMP-0004,"Dec 06, 2025",impression,no
INT-0014236,899,CMP-0021,04/01/2025,Impression , No
INT-0014237,605,CMP-0011,24 Apr 2025,Website Visit,No 
INT-0014238,628,CMP-0009,02 Sep 2025,Website Visit, No 
INT-0014239,485,CMP-0008,"Mar 13, 2025", Website Visit ,Yes
INT-0014240,1256,CMP-0008,06/20/2025,Website Visit, Yes 
INT-0014241,1010,CMP-0011,04 Sep 2025,Trial Signup , No 
INT-0014242,52,CMP-0018,06/07/2025,Demo Request , No 
INT-0014243,1383,CMP-0026,31-05-2025,Demo Request , No 
INT-0014244,920,CMP-0011,20 Apr 2025, Demo Request ,NO
INT-0014245,435,CMP-0010,27/02/2025, Trial Signup,No 
INT-0014246,133,CMP-0006,06/09/2025,trial signup, Yes 
INT-0014247,817,CMP-0027,2025-10-17,impression,No 
INT-0014248,658,CMP-0030,"Mar 12, 2025",Website Visit ,No
INT-0014249,1125,CMP-0025,13/01/2025,Website Visit , Yes 
INT-0014250,3,CMP-0015,19/11/2025,Trial Signup ,No 
INT-0014251,1370,CMP-0022,04-08-2025, Website Visit , No 
INT-0014252,1170,,19/10/2025,Impression , Yes
INT-0014253,817,CMP-0025,02/20/2025, Trial Signup,No
INT-0014254,948,CMP-0019,23 Apr 2025,DEMO REQUEST,No 
INT-0014255,580,CMP-0006,04/25/2025,website visit,no
INT-0014256,442,CMP-0010,2025-11-16, Demo Request , No 
INT-0014257,4,CMP-0023,2025-12-01,Email Open , No 
INT-0014258,1459,CMP-0002,2025-06-11,email open, No
INT-0014259,1372,CMP-0004,09 Oct 2025,WEBSITE VISIT,No 
INT-0014260,807,CMP-0006,2025-07-27,Click ,Yes 
INT-0014261,1493,CMP-0030,06/06/2025, Click,NO
INT-0014262,69,CMP-0003,16 Jul 2025,trial signup,No 
INT-0014263,470,CMP-0011,12/02/2025,Impression,No
INT-0014264,764,CMP-0030,"May 16, 2025",DEMO REQUEST,Yes
INT-0014265,57,CMP-0006,07-09-2025, Demo Request ,No 
INT-0014266,1214,CMP-0017,07 Jan 2025,EMAIL OPEN,NO
INT-0014267,1173,CMP-0030,24 Nov 2025,click,No 
INT-0014268,1131,CMP-0013,23 Jan 2025,Demo Request ,NO
INT-0014269,809,CMP-0014,2025-12-24,demo request,no
INT-0014270,1217,CMP-0028,03/17/2025, Trial Signup , No 
INT-0014271,781,,05-12-2025,impression,no
INT-0014272,245,CMP-0021,19 Jan 2025,email open, No
INT-0014273,867,CMP-0002,06/27/2025,CLICK, Yes 
INT-0014274,894,CMP-0028,2025-08-29, Trial Signup,YES
INT-0014275,468,CMP-0003,29/05/2025,Email Open, Yes 
INT-0014276,511,CMP-0002,12 Jun 2025, Impression ,yes
INT-0014277,1071,CMP-0022,13-06-2025,Trial Signup,No
INT-0014278,1498,CMP-0024,2025-03-20,Website Visit ,No
INT-0014279,1235,CMP-0013,07-11-2025,Email Open, No
INT-0014280,1020,CMP-0005,"Oct 23, 2025",EMAIL OPEN,no
INT-0014281,983,CMP-0013,02/15/2025,Website Visit,No 
INT-0014282,1192,CMP-0004,27 Jun 2025, Demo Request , Yes 
INT-0014283,1332,CMP-0026,14 Jun 2025,Email Open,NO
INT-0014284,1304,CMP-0022,27 Oct 2025,Click , No
INT-0014285,1205,CMP-0022,24-09-2025,Impression,yes
INT-0014286,1054,CMP-0025,2025-06-08,Email Open,NO
INT-0014287,1384,CMP-0029,20-02-2025,Website Visit ,YES
INT-0014288,214,CMP-0002,"Sep 20, 2025", Impression ,yes
INT-0014289,700009,CMP-0030,06/08/2025,Website Visit,No
INT-0014290,1028,CMP-0013,2025-12-26,trial signup, No 
INT-0014291,287,CMP-0021,"Mar 01, 2025",trial signup,No
INT-0014292,442,CMP-0016,17 May 2025,EMAIL OPEN,No 
INT-0014293,414,CMP-0019,18/07/2025,Trial Signup , No
INT-0014294,639,CMP-0012,02/26/2025,Click ,NO
INT-0014295,442,CMP-0016,2025-10-19, Website Visit , No
INT-0014296,1342,CMP-0021,"Sep 18, 2025",Email Open , No
INT-0014297,307,CMP-0005,12/10/2025,demo request,No 
INT-0014298,1439,CMP-0017,2025-10-06, Click,YES
INT-0014299,1493,CMP-0024,19 Mar 2025,IMPRESSION,no
INT-0014300,1375,CMP-0004,09/10/2025, Impression , No
INT-0014301,166,CMP-0027,04/02/2025,TRIAL SIGNUP,NO
INT-0014302,777,CMP-0029,04/05/2025,Email Open,No 
INT-0014303,321,CMP-0019,09 Dec 2025,TRIAL SIGNUP,no
INT-0014304,976,CMP-0013,01 Feb 2025,website visit,Yes
INT-0014305,566,CMP-0017,"Feb 20, 2025",trial signup,YES
INT-0014306,877,CMP-0010,"Mar 06, 2025",email open,NO
INT-0014307,173,CMP-0003,11-10-2025, Impression , No
INT-0014308,1021,CMP-0013,05/25/2025,Click,No
INT-0014309,231,CMP-0022,2025-11-03, Demo Request,NO
INT-0014310,179,CMP-0030,02-06-2025, Click,No
INT-0014311,1360,CMP-0018,07-03-2025, Impression , No 
INT-0014312,711,CMP-0012,"Oct 03, 2025",TRIAL SIGNUP,YES
INT-0014313,1190,CMP-0012,06 Oct 2025,Trial Signup , No
INT-0014314,673,CMP-0001,2025-05-13,impression,no
INT-0014315,342,CMP-0002,06-03-2025,Website Visit, No 
INT-0014316,575,CMP-0023,"Jun 18, 2025",Click ,No 
INT-0014317,887,CMP-0023,07-04-2025,Website Visit,YES
INT-0014318,661,CMP-0003,14/08/2025, Website Visit ,No
INT-0014319,185,CMP-0021,10/03/2025,IMPRESSION, Yes
INT-0014320,971,CMP-0018,2025-01-26,CLICK, Yes
INT-0014321,318,CMP-0019,"Feb 25, 2025",Website Visit, No 
INT-0014322,1041,CMP-0019,23/10/2025,CLICK,No
INT-0014323,875,CMP-0019,"Jul 09, 2025",Demo Request,No 
INT-0014324,333,CMP-0016,27 Jul 2025, Demo Request, No
INT-0014325,1327,CMP-0008,25-03-2025,EMAIL OPEN, No
INT-0014326,1176,CMP-0027,16-09-2025, Email Open , No 
INT-0014327,904,CMP-0018,2025-07-31,DEMO REQUEST, No 
INT-0014328,512,CMP-0026,11/08/2025,click,no
INT-0014329,1330,CMP-0006,04/29/2025,Email Open ,No
INT-0014330,1183,CMP-0029,2025-04-08,DEMO REQUEST, No 
INT-0014331,556,CMP-0011,01/12/2025,click, No
INT-0014332,1404,CMP-0015,2025-07-12,Click ,Yes
INT-0014333,422,CMP-0015,10/03/2025,click, Yes 
INT-0014334,22,CMP-0019,"May 19, 2025", Demo Request ,No
INT-0014335,897,CMP-0005,2025-07-25, Click ,No 
INT-0014336,42,CMP-0023,09/26/2025,Email Open, No 
INT-0014337,885,CMP-0022,13 Nov 2025,Trial Signup,No 
INT-0014338,239,CMP-0020,2025-04-16, Demo Request , No
INT-0014339,215,CMP-0002,2025-10-28,Demo Request ,No
INT-0014340,852,CMP-0006,"Oct 04, 2025", Click,No
INT-0014341,690,CMP-0003,2025-12-28, Website Visit , No 
INT-0014342,1178,CMP-0027,2025-02-11, Email Open ,No 
INT-0014343,159,CMP-0003,03/11/2025,Demo Request,no
INT-0014344,826,CMP-0020,2025-06-15,Trial Signup ,No
INT-0014345,20,CMP-0016,24/10/2025,Email Open ,yes
INT-0014346,977,CMP-0028,"Apr 05, 2025",CLICK,No
INT-0014347,848,CMP-0009,2025-04-17,Email Open ,No
INT-0014348,855,CMP-0026,27 Aug 2025, Trial Signup ,No
INT-0014349,1216,CMP-0005,16 Apr 2025, Impression,No 
INT-0014350,929,CMP-0009,12/20/2025,click,No 
INT-0014351,1224,CMP-0012,"Sep 03, 2025", Website Visit,NO
INT-0014352,1334,CMP-0027,2025-05-25,Trial Signup , No 
INT-0014353,224,CMP-0029,27/04/2025, Click,no
INT-0014354,365,CMP-0026,12-08-2025,IMPRESSION,No
INT-0014355,369,CMP-0009,"Dec 28, 2025",Website Visit, No 
INT-0014356,110,CMP-0024,21 Aug 2025,website visit,No 
INT-0014357,65,CMP-0006,20-10-2025,trial signup,Yes
INT-0014358,1371,CMP-0020,03/03/2025,Website Visit ,No 
INT-0014359,492,CMP-0013,2025-05-28,CLICK, No
INT-0014360,1497,CMP-0008,"Sep 21, 2025", Click ,no
INT-0014361,675,CMP-0021,07 Jul 2025,Demo Request, No
INT-0014362,1073,CMP-0001,10/04/2025,Impression ,no
INT-0014363,939,CMP-0003,06 Mar 2025, Click ,YES
INT-0014364,1288,CMP-0005,13 Dec 2025,Website Visit ,No 
INT-0014365,365,,19 Jul 2025,Demo Request , No
INT-0014366,1067,CMP-0005,"Mar 28, 2025",click,No 
INT-0014367,1438,CMP-0020,"Jan 03, 2025",DEMO REQUEST,No 
INT-0014368,770,CMP-0014,26 Nov 2025,Website Visit,No 
INT-0014369,134,CMP-0010,"Apr 16, 2025",Demo Request ,No
INT-0014370,710,CMP-0006,07-08-2025, Website Visit , No 
INT-0014371,72,CMP-0014,01/07/2025,CLICK, No
INT-0014372,512,CMP-0016,25 Dec 2025, Website Visit ,no
INT-0014373,164,CMP-0029,26 Jun 2025,Website Visit ,no
INT-0014374,981,CMP-0018,25/07/2025,Trial Signup, Yes 
INT-0014375,759,CMP-0002,30 Apr 2025,Trial Signup , No 
INT-0014376,134,CMP-0025,26 Dec 2025, Website Visit,No
INT-0014377,458,CMP-0022,11/24/2025, Impression,NO
INT-0014378,564,CMP-0012,10/01/2025,impression,NO
INT-0014379,1018,CMP-0025,2025-05-11,Website Visit , No 
INT-0014380,68,CMP-0007,2025-06-25,email open,NO
INT-0014381,1045,CMP-0008,"Jul 24, 2025",DEMO REQUEST,NO
INT-0014382,1153,CMP-0014,05/17/2025,website visit,No 
INT-0014383,985,CMP-0002,25-10-2025,DEMO REQUEST,YES
INT-0014384,287,CMP-0024,"Nov 17, 2025",Click ,No 
INT-0014385,1378,CMP-0028,12/19/2025,Impression , Yes
INT-0014386,1163,CMP-0018,02/27/2025,IMPRESSION, Yes 
INT-0014387,766,CMP-0027,07/06/2025,EMAIL OPEN, No 
INT-0014388,721,CMP-0023,11 Dec 2025, Website Visit ,Yes
INT-0014389,695,CMP-0001,15-09-2025, Trial Signup,no
INT-0014390,960,CMP-0010,09 Sep 2025, Trial Signup, No
INT-0014391,1027,CMP-0005,20 Aug 2025, Click,NO
INT-0014392,1456,CMP-0029,19/04/2025, Click , Yes 
INT-0014393,1088,CMP-0025,10/03/2025,CLICK,no
INT-0014394,373,CMP-0017,"Jun 27, 2025",Website Visit , Yes
INT-0014395,245,CMP-0008,2025-01-22,WEBSITE VISIT, No 
INT-0014396,607,CMP-0006,09/19/2025,CLICK, Yes
INT-0014397,67,CMP-0012,04/11/2025,Trial Signup,NO
INT-0014398,1483,CMP-0017,15-07-2025,Email Open, Yes
INT-0014399,1490,CMP-0013,2025-04-01, Demo Request,No
INT-0014400,337,CMP-0021,24-11-2025,email open,No
INT-0014401,376,CMP-0011,2025-11-30,Website Visit,no
INT-0014402,1186,CMP-0003,17 Jun 2025,IMPRESSION,no
INT-0014403,1137,CMP-0003,03/26/2025,Website Visit, Yes 
INT-0014404,1049,CMP-0018,"Mar 05, 2025",trial signup, No
INT-0014405,1278,CMP-0003,2025-10-15, Trial Signup,yes
INT-0014406,1339,CMP-0015,"Dec 02, 2025",Website Visit , No
INT-0014407,786,CMP-0004,02/11/2025, Impression,No
INT-0014408,694,CMP-0013,03/05/2025,Trial Signup ,No
INT-0014409,1030,CMP-0008,06/17/2025,demo request, No 
INT-0014410,1143,CMP-0012,14-02-2025, Website Visit ,No 
INT-0014411,870,CMP-0005,01 Jun 2025,Website Visit, Yes 
INT-0014412,1478,CMP-0016,02/07/2025,DEMO REQUEST, No 
INT-0014413,22,CMP-0010,27/10/2025,Click ,NO
INT-0014414,833,CMP-0012,22/12/2025,Trial Signup , Yes
INT-0014415,217,CMP-0012,2025-10-19,Email Open ,YES
INT-0014416,540,CMP-0010,10 Jul 2025,CLICK,No 
INT-0014417,1052,CMP-0027,21 Apr 2025, Email Open,Yes
INT-0014418,1115,CMP-0026,20 Oct 2025,Demo Request ,no
INT-0014419,750,CMP-0005,"Mar 06, 2025", Impression,No 
INT-0014420,407,CMP-0008,"Jan 15, 2025", Website Visit, No
INT-0014421,376,CMP-0023,04/27/2025,Email Open ,No 
INT-0014422,1189,CMP-0015,04/07/2025,email open,Yes
INT-0014423,571,CMP-0023,17/03/2025, Click, No
INT-0014424,616,CMP-0017,"Sep 20, 2025",Trial Signup , No 
INT-0014425,1305,CMP-0010,18/08/2025,IMPRESSION,yes
INT-0014426,1243,CMP-0016,2025-11-26, Impression , Yes
INT-0014427,804,CMP-0022,06/22/2025,trial signup, No 
INT-0014428,88,CMP-0005,"May 10, 2025",Email Open,YES
INT-0014429,1250,CMP-0023,"May 24, 2025",Website Visit ,no
